name,offset,inferred_end,inferred_size,module_index,kind,cfg_min,cfg_end,reachable_instructions,status,foreign_entry_edges,shared_tail_edges,unresolved_edges
_GetTXSpaceFreeGreenleafFast_,1323448,1323612,164,297,5,1323448,1323609,61,shorter,0,0,0
_GetTXSpaceUsedGreenleafFast_,1323612,1323776,164,297,5,1323612,1323773,61,shorter,0,0,0
_GetRXSpaceFreeGreenleafFast_,1323776,1323848,72,297,5,1323776,1323847,29,shorter,0,0,0
_GetRXSpaceUsedGreenleafFast_,1323848,1323912,64,297,5,1323848,1323910,26,shorter,0,0,0
_RtsCtsGreenleafFast_,1323912,1324064,152,297,5,1323912,1324061,57,shorter,0,0,0
_DtrDsrGreenleafFast_,1324064,1324216,152,297,5,1324064,1324213,57,shorter,0,0,0
_GetcGreenleafFast_,1324216,1324440,224,297,5,1324216,1324438,78,shorter,0,0,0
_PeekcGreenleafFast_,1324440,1324560,120,297,5,1324440,1324558,45,shorter,0,0,0
_BlockGreenleafFast_,1324560,1324728,168,297,5,1324560,1324727,62,shorter,0,0,0
_PortSetGreenleafFast_,1324728,1325056,328,297,5,1324728,1325055,122,shorter,0,0,0
LinkToInterrupt_,1325056,1325420,364,297,5,1325056,1325419,127,shorter,0,0,0
_OpenGreenleafFast_,1325420,1326040,620,297,5,1325420,1326039,181,shorter+unresolved,0,0,1
PortOpenGreenleafFast_,1326040,1326336,296,297,4,1326040,1326334,70,shorter,0,0,0
FastSetPortHardware_,1326336,1326420,84,297,4,1326336,1326417,26,shorter,0,0,0
FastGetPortHardware_,1326420,1326544,124,297,4,1326420,1326543,49,shorter,0,0,0
FastSet16550TriggerLevel_,1326544,1326580,36,297,4,1326544,1326580,16,matches,0,0,0
FastSet16550UseTXFifos_,1326580,1326586,6,297,4,1326580,1326586,2,matches,0,0,0
fprintf_,1326586,1326619,33,298,4,1326586,1326619,13,matches,0,0,0
stackavail_,1326619,1326628,9,299,4,1326619,1326628,3,matches,0,0,0
__CommonInit_,1326628,1326733,105,300,4,1326628,1326733,39,matches,0,0,0
__exit_with_msg_,1326733,1326738,5,303,4,1326733,1326738,1,matches,1,0,0
__fatal_runtime_error_,1326738,1326767,29,303,4,1326738,1326767,14,matches,0,0,0
segread_,1326767,1326807,40,304,4,1326767,1326807,16,matches,0,0,0
__delay_init_,1326807,1326857,50,305,4,1326807,1326857,28,matches,0,0,0
__delay_,1326857,1326911,54,305,4,1326857,1326911,27,matches,0,0,0
file_putc_,1326911,1326928,17,306,5,1326911,1326928,8,matches,0,0,0
__fprtf_,1326928,1327063,135,306,4,1326928,1327055,50,shorter,0,0,0
_DLL_read,1327063,1327166,103,307,5,1327063,1327166,35,matches,0,0,0
_MEM_use_malloc,1327166,1327218,52,307,4,1327166,1327218,19,matches,0,0,0
_MEM_use_free,1327218,1327270,52,307,4,1327218,1327270,19,matches,0,0,0
_MEM_alloc_lock,1327270,1327340,70,307,4,1327270,1327340,26,matches,0,0,0
_MEM_free_lock,1327340,1327396,56,307,4,1327340,1327396,21,matches,0,0,0
_MEM_alloc_DOS,1327396,1327570,174,307,4,1327396,1327570,57,matches,0,0,0
_MEM_free_DOS,1327570,1327645,75,307,4,1327570,1327645,22,matches,0,0,0
_VMM_lock_range,1327645,1327839,194,307,4,1327645,1327839,62,matches,0,0,0
_VMM_unlock_range,1327839,1328033,194,307,4,1327839,1328033,62,matches,0,0,0
_VMM_lock,1328033,1328085,52,307,4,1328033,1328085,21,matches,0,0,0
_VMM_unlock,1328085,1328137,52,307,4,1328085,1328137,21,matches,0,0,0
_DLL_size,1328137,1328475,338,307,4,1328137,1328475,109,matches,0,0,0
_DLL_load,1328475,1329780,1305,307,4,1328475,1329780,414,matches,0,0,0
_FILE_error,1329780,1329818,38,307,4,1329780,1329818,15,matches,0,0,0
_FILE_size,1329818,1329944,126,307,4,1329818,1329846,8,shorter+unresolved,0,0,1
_FILE_read,1329944,1330214,270,307,4,1329944,1329972,8,shorter+unresolved,0,0,1
_FILE_write,1330214,1330388,174,307,4,1330214,1330242,8,shorter+unresolved,0,0,1
_FILE_append,1330388,1330560,172,307,4,1330388,1330416,8,shorter+unresolved,0,0,1
_AIL_API_lock,1330560,1330573,13,308,4,1330560,1330573,8,matches,0,0,0
_AIL_API_unlock,1330573,1330586,13,308,4,1330573,1330586,8,matches,0,0,0
_API_timer,1330586,1330880,294,308,4,1330586,1330593,1,shorter+unresolved,0,0,1
_set_PIT_divisor,1330880,1330928,48,308,4,1330880,1330928,29,matches,0,0,0
_set_PIT_period,1330928,1330979,51,308,4,1330928,1330979,21,matches,0,0,0
_program_timers,1330979,1331080,101,308,4,1330979,1331080,35,matches,0,0,0
_AILA_startup,1331080,1331318,238,308,4,1331080,1331115,13,shorter+unresolved,0,0,1
_AILA_shutdown,1331318,1331377,59,308,4,1331318,1331377,28,matches,0,0,0
_AIL_API_get_real_vect,1331377,1331421,44,308,4,1331377,1331421,26,matches,0,0,0
_AIL_API_set_real_vect,1331421,1331460,39,308,4,1331421,1331460,19,matches,0,0,0
_thunk_proc,1331460,1331545,85,308,4,1331460,1331534,23,shorter,0,0,0
_AIL_API_set_USE16_ISR,1331545,1332079,534,308,4,1331545,1332079,155,matches,0,0,0
_AIL_API_restore_USE16_ISR,1332079,1332148,69,308,4,1332079,1332148,27,matches+unresolved,0,0,1
_AIL_API_disable_interrupts,1332148,1332152,4,308,4,1332148,1332152,4,matches,0,0,0
_AIL_API_restore_interrupts,1332152,1332173,21,308,4,1332152,1332173,13,matches,0,0,0
_AIL_switch_stack,1332173,1332227,54,308,4,1332173,1332227,20,matches,0,0,0
_AIL_restore_stack,1332227,1332255,28,308,4,1332227,1332255,11,matches,0,0,0
_AIL_API_call_driver,1332255,1332473,218,308,4,1332255,1332473,74,matches,0,0,0
_AIL_API_delay,1332473,1332534,61,308,4,1332473,1332534,28,matches,0,0,0
_AIL_API_background,1332534,1332546,12,308,4,1332534,1332546,8,matches,0,0,0
_AIL_API_register_timer,1332546,1332617,71,308,4,1332546,1332617,23,matches+unresolved,0,0,1
_AIL_API_set_timer_user,1332617,1332657,40,308,4,1332617,1332657,19,matches,0,0,0
_AIL_API_release_timer_handle,1332657,1332696,39,308,4,1332657,1332696,16,matches+unresolved,0,0,1
_AIL_API_release_all_timers,1332696,1332732,36,308,4,1332696,1332732,15,matches,0,0,0
_AIL_API_start_timer,1332732,1332780,48,308,4,1332732,1332780,18,matches+unresolved,0,0,1
_AIL_API_start_all_timers,1332780,1332816,36,308,4,1332780,1332816,15,matches,0,0,0
_AIL_API_stop_timer,1332816,1332864,48,308,4,1332816,1332864,18,matches+unresolved,0,0,1
_AIL_API_stop_all_timers,1332864,1332900,36,308,4,1332864,1332900,15,matches,0,0,0
_AIL_API_set_timer_period,1332900,1332948,48,308,4,1332900,1332930,10,shorter+unresolved,0,0,1
_AIL_API_set_timer_frequency,1332948,1332996,48,308,4,1332948,1332996,20,matches,0,0,0
_AIL_API_set_timer_divisor,1332996,1333062,66,308,4,1332996,1333062,25,matches,0,0,0
_AIL_API_interrupt_divisor,1333062,1333074,12,308,4,1333062,1333074,8,matches,0,0,0
_AILA_VMM_lock,1333074,1333111,37,308,4,1333074,1333111,9,matches,0,0,0
getenv_,1333111,1333208,97,309,4,1333111,1333208,50,matches,0,0,0
AIL_start_,1333208,1333345,137,310,4,1333208,1333345,38,matches+unresolved,0,0,1
_AIL_driver_server,1333345,1333424,79,310,5,1333345,1333424,8,matches+unresolved,0,0,1
_ASC_val,1333424,1333585,161,310,5,1333424,1333449,8,shorter+unresolved,0,0,1
_AIL_API_read_INI,1333585,1334297,712,310,4,1333585,1334297,191,matches+unresolved,0,0,4
_AIL_API_set_preference,1334297,1334322,25,310,4,1334297,1334322,6,matches,0,0,0
_AIL_API_install_driver,1334322,1334882,560,310,4,1334322,1334882,191,matches,0,0,0
_AIL_API_uninstall_driver,1334882,1335045,163,310,4,1334882,1335045,63,matches,0,0,0
_AIL_API_get_IO_environment,1335045,1335158,113,310,4,1335045,1335158,41,matches,0,0,0
_AIL_API_startup,1335158,1335420,262,310,4,1335158,1335420,83,matches,1,0,0
_AIL_API_shutdown,1335420,1335465,45,310,4,1335420,1335465,16,matches,0,0,0
AIL_end_,1335465,1335600,135,310,4,1335465,1335600,39,matches,0,0,0
isatty_,1335600,1335639,39,311,4,1335600,1335639,20,matches,0,0,0
setbuf_,1335639,1335668,29,312,4,1335639,1335668,11,matches,0,0,0
convDec_,1335668,1335719,51,313,5,1335668,1335719,23,matches,0,0,0
_asctime_,1335719,1335956,237,313,4,1335719,1335956,73,matches,0,0,0
_ctime_,1335956,1335981,25,313,4,1335956,1335981,10,matches,0,0,0
ctime_,1335981,1335986,5,313,4,1335981,1335986,1,matches,1,0,0
asctime_,1335986,1336000,14,313,4,1335986,1335999,5,shorter,0,0,0
AILSS_start_,1336000,1336192,192,314,4,1336000,1336191,51,shorter+unresolved,0,0,1
_SS_start_DIG_driver_playback,1336192,1336272,80,314,5,1336192,1336259,22,shorter,0,0,0
_SS_stop_DIG_driver_playback,1336272,1336320,48,314,5,1336272,1336312,14,shorter,0,0,0
_SS_build_amplitude_tables,1336320,1336960,640,314,5,1336320,1336946,189,shorter,0,0,0
_SS_serve,1336960,1337456,496,314,5,1336960,1337412,126,shorter,0,0,0
_SS_configure_buffers,1337456,1338608,1152,314,5,1337456,1338605,343,shorter+unresolved,0,0,1
_SS_attempt_DIG_detection,1338608,1338864,256,314,5,1338608,1338857,80,shorter,0,0,0
_SS_destroy_DIG_driver,1338864,1339040,176,314,5,1338864,1339034,62,shorter,0,0,0
_SS_construct_DIG_driver,1339040,1340592,1552,314,5,1339040,1340590,502,shorter+unresolved,0,0,1
_AIL_API_install_DIG_driver_file,1340592,1340720,128,314,4,1340592,1340710,50,shorter,0,0,0
_AIL_API_install_DIG_driver_image,1340720,1340784,64,314,4,1340720,1340780,26,shorter,0,0,0
_AIL_API_install_DIG_INI,1340784,1340880,96,314,4,1340784,1340867,26,shorter,0,0,0
_AIL_API_uninstall_DIG_driver,1340880,1340896,16,314,4,1340880,1340896,6,matches,0,0,0
_AIL_API_active_sample_count,1340896,1340944,48,314,4,1340896,1340940,19,shorter,0,0,0
_AIL_API_allocate_sample_handle,1340944,1341056,112,314,4,1340944,1341052,40,shorter,0,0,0
_AIL_API_release_sample_handle,1341056,1341072,16,314,4,1341056,1341072,5,matches,0,0,0
_AIL_API_init_sample,1341072,1341248,176,314,4,1341072,1341245,21,shorter+unresolved,0,0,1
_AIL_API_sample_status,1341248,1341264,16,314,4,1341248,1341261,6,shorter,0,0,0
_AIL_API_set_sample_address,1341264,1341312,48,314,4,1341264,1341301,10,shorter,0,0,0
_AIL_API_set_sample_type,1341312,1341360,48,314,4,1341312,1341354,15,shorter,0,0,0
_AIL_API_sample_playback_rate,1341360,1341376,16,314,4,1341360,1341373,6,shorter,0,0,0
_AIL_API_set_sample_playback_rate,1341376,1341392,16,314,4,1341376,1341392,6,matches,0,0,0
_AIL_API_sample_volume,1341392,1341408,16,314,4,1341392,1341405,6,shorter,0,0,0
_AIL_API_set_sample_volume,1341408,1341440,32,314,4,1341408,1341438,11,shorter,0,0,0
_AIL_API_sample_pan,1341440,1341456,16,314,4,1341440,1341453,6,shorter,0,0,0
_AIL_API_set_sample_pan,1341456,1341488,32,314,4,1341456,1341486,11,shorter,0,0,0
_AIL_API_sample_position,1341488,1341520,32,314,4,1341488,1341507,8,shorter,0,0,0
_AIL_API_set_sample_position,1341520,1341552,32,314,4,1341520,1341548,9,shorter,0,0,0
_AIL_API_sample_loop_count,1341552,1341584,32,314,4,1341552,1341570,7,shorter,0,0,0
_AIL_API_set_sample_loop_count,1341584,1341600,16,314,4,1341584,1341600,6,matches,0,0,0
_AIL_API_start_sample,1341600,1341728,128,314,4,1341600,1341721,40,shorter,0,0,0
_AIL_API_stop_sample,1341728,1341760,32,314,4,1341728,1341750,7,shorter,0,0,0
_AIL_API_resume_sample,1341760,1341792,32,314,4,1341760,1341782,7,shorter,0,0,0
_AIL_API_end_sample,1341792,1341872,80,314,4,1341792,1341862,23,shorter,0,0,0
_AIL_API_register_SOB_callback,1341872,1341904,32,314,4,1341872,1341900,9,shorter,0,0,0
_AIL_API_register_EOB_callback,1341904,1341936,32,314,4,1341904,1341932,9,shorter,0,0,0
_AIL_API_register_EOS_callback,1341936,1341968,32,314,4,1341936,1341964,9,shorter,0,0,0
_AIL_API_set_sample_user_data,1341968,1342000,32,314,4,1341968,1342000,9,matches,0,0,0
_AIL_API_sample_user_data,1342000,1342048,48,314,4,1342000,1342023,8,shorter,0,0,0
_AIL_API_minimum_sample_buffer_size,1342048,1342208,160,314,4,1342048,1342200,52,shorter,0,0,0
_AIL_API_load_sample_buffer,1342208,1342352,144,314,4,1342208,1342340,15,shorter+unresolved,0,0,1
_AIL_API_sample_buffer_ready,1342352,1342448,96,314,4,1342352,1342436,30,shorter,0,0,0
AILSS_end_,1342448,1342632,184,314,4,1342448,1342632,51,matches,0,0,0
AILSFILE_start_,1342632,1342676,44,315,4,1342632,1342676,14,matches+unresolved,0,0,1
_AIL_VOC_block_len,1342676,1342686,10,315,5,1342676,1342686,4,matches,0,0,0
_AIL_VOC_terminate,1342686,1342780,94,315,5,1342686,1342737,14,shorter+unresolved,0,0,1
_AIL_WAV_EOS,1342686,1342780,94,315,5,1342686,1342737,14,shorter+unresolved,0,0,1
_AIL_process_VOC_block,1342780,1343401,621,315,5,1342780,1343401,196,matches+unresolved,0,0,1
_AIL_VOC_EOS,1343401,1343417,16,315,5,1343401,1343417,6,matches,0,0,0
_AIL_process_WAV_image,1343417,1343651,234,315,5,1343417,1343651,86,matches,0,0,0
_AIL_API_allocate_file_sample,1343651,1343950,299,315,4,1343651,1343950,46,matches+unresolved,0,0,1
_AIL_API_set_sample_file,1343950,1344166,216,315,4,1343950,1344166,56,matches+unresolved,0,0,2
_AIL_API_register_EOF_callback,1344166,1344194,28,315,4,1344166,1344194,9,matches,0,0,0
AILSFILE_end_,1344194,1344240,46,315,4,1344194,1344236,15,shorter,0,0,0
AILXMIDI_start_,1344240,1344496,256,316,4,1344240,1344487,67,shorter,0,0,0
_XMI_message_size,1344496,1344592,96,316,5,1344496,1344584,31,shorter,0,0,0
_XMI_flush_buffer,1344592,1344672,80,316,5,1344592,1344669,18,shorter+unresolved,0,0,1
_XMI_MIDI_message,1344672,1344960,288,316,5,1344672,1344952,73,shorter+unresolved,0,0,1
_XMI_sysex_message,1344960,1345152,192,316,5,1344960,1345149,45,shorter+unresolved,0,0,2
_XMI_read_VLN,1345152,1345200,48,316,5,1345152,1345197,22,shorter,0,0,0
_XMI_swap,1345200,1345264,64,316,5,1345200,1345252,16,shorter,0,0,0
_XMI_find_sequence,1345264,1345552,288,316,5,1345264,1345540,97,shorter,0,0,0
_XMI_read_log,1345552,1345936,384,316,5,1345552,1345928,124,shorter,0,0,0
anon_call_00148990,1345936,1346384,448,-1,4,1345936,1346371,173,shorter,0,0,0
_XMI_send_channel_voice_message,1346384,1347488,1104,316,5,1346384,1346501,34,shorter+unresolved,0,0,1
_XMI_flush_note_queue,1347488,1347696,208,316,5,1347488,1347589,32,shorter+unresolved,0,0,2
_XMI_flush_channel_notes,1347696,1347872,176,316,5,1347696,1347872,46,matches+unresolved,0,0,2
_XMI_refresh_channel,1347872,1348400,528,316,5,1347872,1348400,191,matches,0,0,0
_XMI_init_sequence_state,1348400,1348576,176,316,5,1348400,1348492,26,shorter+unresolved,0,0,1
_XMI_rewind_sequence,1348576,1348608,32,316,5,1348576,1348601,10,shorter,0,0,0
_XMI_update_volume,1348608,1348672,64,316,5,1348608,1348669,29,shorter,0,0,0
_XMI_serve,1348672,1350512,1840,316,5,1348672,1350511,413,shorter+unresolved,0,0,3
_XMI_attempt_MDI_detection,1350512,1350720,208,316,5,1350512,1350718,65,shorter,0,0,0
_XMI_destroy_MDI_driver,1350720,1350816,96,316,5,1350720,1350816,37,matches,0,0,0
_XMI_construct_MDI_driver,1350816,1352512,1696,316,5,1350816,1352498,343,shorter+unresolved,0,0,2
_AIL_API_install_MDI_driver_file,1352512,1352640,128,316,4,1352512,1352630,50,shorter,0,0,0
_AIL_API_install_MDI_driver_image,1352640,1352704,64,316,4,1352640,1352700,26,shorter,0,0,0
_AIL_API_install_MDI_INI,1352704,1352800,96,316,4,1352704,1352787,26,shorter,0,0,0
_AIL_API_uninstall_MDI_driver,1352800,1352816,16,316,4,1352800,1352816,6,matches,0,0,0
_AIL_API_set_GTL_filename_prefix,1352816,1352944,128,316,4,1352816,1352936,56,shorter,0,0,0
_AIL_API_allocate_sequence_handle,1352944,1353072,128,316,4,1352944,1353057,40,shorter,0,0,0
_AIL_API_release_sequence_handle,1353072,1353104,32,316,4,1353072,1353099,10,shorter,0,0,0
_AIL_API_init_sequence,1353104,1354048,944,316,4,1353104,1354043,281,shorter+unresolved,0,0,1
_AIL_API_start_sequence,1354048,1354112,64,316,4,1354048,1354099,18,shorter,0,0,0
_AIL_API_stop_sequence,1354112,1354320,208,316,4,1354112,1354305,63,shorter+unresolved,0,0,1
_AIL_API_resume_sequence,1354320,1354464,144,316,4,1354320,1354462,49,shorter,0,0,0
_AIL_API_end_sequence,1354464,1354512,48,316,4,1354464,1354497,12,shorter,0,0,0
_AIL_API_set_sequence_loop_count,1354512,1354528,16,316,4,1354512,1354528,6,matches,0,0,0
_AIL_API_set_sequence_tempo,1354528,1354640,112,316,4,1354528,1354633,39,shorter,0,0,0
_AIL_API_set_sequence_volume,1354640,1354768,128,316,4,1354640,1354768,51,matches,0,0,0
_AIL_API_sequence_status,1354768,1354784,16,316,4,1354768,1354781,6,shorter,0,0,0
_AIL_API_sequence_loop_count,1354784,1354816,32,316,4,1354784,1354802,7,shorter,0,0,0
_AIL_API_sequence_tempo,1354816,1354832,16,316,4,1354816,1354829,6,shorter,0,0,0
_AIL_API_sequence_volume,1354832,1354848,16,316,4,1354832,1354845,6,shorter,0,0,0
_AIL_API_timbre_status,1354848,1354912,64,316,4,1354848,1354900,17,shorter,0,0,0
_AIL_API_install_timbre,1354912,1355168,256,316,4,1354912,1355163,73,shorter+unresolved,0,0,1
_AIL_API_protect_timbre,1355168,1355232,64,316,4,1355168,1355230,19,shorter,0,0,0
_AIL_API_unprotect_timbre,1355232,1355296,64,316,4,1355232,1355291,19,shorter,0,0,0
_AIL_API_active_sequence_count,1355296,1355344,48,316,4,1355296,1355340,19,shorter,0,0,0
_AIL_API_controller_value,1355344,1355392,48,316,4,1355344,1355387,16,shorter,0,0,0
_AIL_API_channel_notes,1355392,1355456,64,316,4,1355392,1355450,22,shorter,0,0,0
_AIL_API_sequence_position,1355456,1355568,112,316,4,1355456,1355566,49,shorter,0,0,0
_AIL_API_branch_index,1355568,1355712,144,316,4,1355568,1355705,51,shorter,0,0,0
_AIL_API_register_prefix_callback,1355712,1355744,32,316,4,1355712,1355734,9,shorter,0,0,0
_AIL_API_register_trigger_callback,1355744,1355776,32,316,4,1355744,1355766,9,shorter,0,0,0
_AIL_API_register_sequence_callback,1355776,1355808,32,316,4,1355776,1355798,9,shorter,0,0,0
_AIL_API_register_event_callback,1355808,1355840,32,316,4,1355808,1355829,5,shorter,0,0,0
_AIL_API_register_timbre_callback,1355840,1355872,32,316,4,1355840,1355861,5,shorter,0,0,0
_AIL_API_set_sequence_user_data,1355872,1355904,32,316,4,1355872,1355904,9,matches,0,0,0
_AIL_API_sequence_user_data,1355904,1355936,32,316,4,1355904,1355927,8,shorter,0,0,0
_AIL_API_register_ICA_array,1355936,1355952,16,316,4,1355936,1355952,6,matches,0,0,0
_AIL_API_lock_channel,1355952,1356368,416,316,4,1355952,1356367,130,shorter+unresolved,0,0,1
_AIL_API_release_channel,1356368,1356672,304,316,4,1356368,1356663,94,shorter+unresolved,0,0,1
_AIL_API_map_sequence_channel,1356672,1356736,64,316,4,1356672,1356724,16,shorter,0,0,0
_AIL_API_true_sequence_channel,1356736,1356768,32,316,4,1356736,1356760,9,shorter,0,0,0
_AIL_API_send_channel_voice_message,1356768,1356944,176,316,4,1356768,1356939,57,shorter+unresolved,0,0,1
_AIL_API_send_sysex_message,1356944,1357088,144,316,4,1356944,1357076,47,shorter,0,0,0
AILXMIDI_end_,1357088,1357844,756,316,4,1357088,1357332,67,shorter,0,0,0
AILXDIG_start_,1357844,1357888,44,317,4,1357844,1357888,14,matches+unresolved,0,0,1
_XMI_write_log,1357888,1358325,437,317,5,1357888,1358325,174,matches,0,0,0
WVL_search_,1358325,1358366,41,317,4,1358325,1358366,20,matches,0,0,0
XDIG_set_volume_,1358366,1358474,108,317,4,1358366,1358474,38,matches,0,0,0
XDIG_set_pitch_,1358474,1358740,266,317,4,1358474,1358599,36,shorter+unresolved,0,0,1
_XDIG_TIMB_trap,1358740,1358777,37,317,4,1358740,1358777,10,matches,0,0,0
_XDIG_MIDI_trap,1358777,1359789,1012,317,4,1358777,1359789,199,matches+unresolved,0,0,1
_AIL_API_create_wave_synthesizer,1359789,1360165,376,317,4,1359789,1360021,48,shorter+unresolved,0,0,2
_AIL_API_destroy_wave_synthesizer,1360165,1360249,84,317,4,1360165,1360249,30,matches,0,1,0
AILXDIG_end_,1360249,1360292,43,317,4,1360249,1360291,15,shorter,0,0,0
__int386x_,1360292,1360348,56,318,4,1360292,1360348,28,matches,0,0,0
anon_call_0014C1DC,1360348,1360385,37,-1,4,1360348,1360385,13,matches,0,0,0
_DoINTR_,1360385,1360462,77,318,4,1360385,1360462,34,matches,0,0,0
anon_call_0014C24E,1360462,1361282,820,-1,4,1360462,1360514,18,shorter,0,0,0
_no_support_loaded_,1361282,1361300,18,319,5,1361282,1361300,6,matches,0,0,0
__IOMode_,1361300,1361385,85,321,4,1361300,1361385,35,matches,0,0,0
__SetIOMode_,1361385,1361406,21,321,4,1361385,1361406,9,matches,0,0,0
__InitFiles_,1361406,1361525,119,322,4,1361406,1361525,37,matches,0,0,0
__full_io_exit_,1361525,1361537,12,323,4,1361525,1361537,3,matches,1,0,0
fcloseall_,1361537,1361542,5,323,4,1361537,1361542,1,matches,1,0,0
docloseall_,1361542,1361630,88,323,5,1361542,1361630,38,matches,0,0,0
intdos_,1361630,1361712,82,324,4,1361630,1361708,39,shorter,0,0,0
DEFSMACKTIMERSETUP,1361712,1361888,176,325,5,1361712,1361880,10,shorter+unresolved,0,0,1
DEFSMACKTIMERDONE,1361888,1361904,16,325,5,1361888,1361889,1,shorter,0,0,0
DEFWINSMACKTIMERREAD,1361904,1361936,32,325,5,1361904,1361934,9,shorter,0,0,0
DEFSMACKTIMERREAD,1361936,1362000,64,325,5,1361936,1361997,17,shorter,0,0,0
_radopen,1362000,1362033,33,326,4,1362000,1362033,18,matches,0,0,0
_raderase,1362033,1362057,24,326,4,1362033,1362057,15,matches,0,0,0
_radcreate,1362057,1362089,32,326,4,1362057,1362089,18,matches,0,0,0
_radread,1362089,1362165,76,326,4,1362089,1362165,37,matches,0,0,0
_radwrite,1362165,1362241,76,326,4,1362165,1362241,37,matches,0,0,0
_radseekbegin,1362241,1362277,36,326,4,1362241,1362277,18,matches,0,0,0
_radseekcur,1362277,1362283,6,326,4,1362277,1362283,2,matches,0,1,0
_radseekend,1362283,1362289,6,326,4,1362283,1362289,2,matches,0,1,0
_radclose,1362289,1362303,14,326,4,1362289,1362303,9,matches,0,0,0
_IsRemote,1362303,1362333,30,326,4,1362303,1362333,15,matches,0,0,0
_radgetfiletime,1362333,1362360,27,326,4,1362333,1362360,14,matches,0,0,0
_radsetfiletime,1362360,1362394,34,326,4,1362360,1362394,17,matches,0,0,0
__FDFS,1362394,1362470,76,328,4,1362394,1362470,30,matches,0,0,0
Compress_Data_,1362470,1362704,234,329,4,1362470,1362704,69,matches,0,0,0
Uncompress_Data_,1362704,1362926,222,329,4,1362704,1362926,66,matches,0,0,0
buffer_remove_symbol_from_stream_,1362926,1363246,320,329,4,1362926,1363246,89,matches,0,0,0
buffer_initialize_arithmetic_decoder_,1363246,1363356,110,329,4,1363246,1363280,12,shorter+unresolved,0,0,1
buffer_encode_symbol_,1363356,1363718,362,329,4,1363356,1363718,103,matches,0,0,0
buffer_flush_arithmetic_encoder_,1363718,1363841,123,329,4,1363718,1363841,42,matches,0,0,0
CompressFile_,1363841,1364266,425,329,4,1363841,1364266,127,matches,0,0,0
ExpandFile_,1364266,1364709,443,329,4,1364266,1364709,134,matches,0,0,0
initialize_model_,1364709,1364889,180,329,4,1364709,1364889,59,matches,0,0,0
uninit_model_,1364889,1364967,78,329,4,1364889,1364967,30,matches,0,0,0
update_model_,1364967,1365217,250,329,4,1364967,1365065,32,shorter+unresolved,0,0,1
convert_int_to_symbol_,1365217,1365426,209,329,4,1365217,1365426,62,matches,0,0,0
get_symbol_scale_,1365426,1365489,63,329,4,1365426,1365489,24,matches,0,0,0
convert_symbol_to_int_,1365489,1365643,154,329,4,1365489,1365643,53,matches,0,0,0
initialize_arithmetic_encoder_,1365643,1365702,59,329,4,1365643,1365674,11,shorter+unresolved,0,0,1
flush_arithmetic_encoder_,1365702,1365825,123,329,4,1365702,1365825,42,matches,0,0,0
encode_symbol_,1365825,1366187,362,329,4,1365825,1366187,103,matches,0,0,0
get_current_count_,1366187,1366304,117,329,4,1366187,1366304,45,matches,0,0,0
initialize_arithmetic_decoder_,1366304,1366414,110,329,4,1366304,1366338,12,shorter+unresolved,0,0,1
remove_symbol_from_stream_,1366414,1366734,320,329,4,1366414,1366734,89,matches,0,0,0
LoadKernel_,1366734,1366986,252,330,4,1366734,1366986,77,matches,0,0,0
CallKernel_,1366986,1367155,169,330,4,1366986,1367083,25,shorter+unresolved,0,0,1
DeleteKernel_,1367155,1367226,71,330,4,1367155,1367162,1,shorter+unresolved,0,0,1
SetSocket_,1367226,1367246,20,330,4,1367226,1367246,8,matches,0,0,0
IPX_Present_,1367246,1367278,32,330,4,1367246,1367278,13,matches,0,0,0
LoadTxStart_,1367278,1367322,44,330,4,1367278,1367322,12,matches,0,0,0
LoadRxStart_,1367322,1367381,59,330,4,1367322,1367381,15,matches,0,0,0
XferPDU_,1367381,1367521,140,330,4,1367381,1367521,39,matches,0,0,0
NCheck_,1367521,1367561,40,330,4,1367521,1367561,15,matches,0,0,0
GetPDU_,1367561,1367844,283,330,4,1367561,1367844,78,matches,0,0,0
__assert_,1367844,1367875,31,331,4,1367844,1367875,11,matches,1,0,0
_heapenable_,1367875,1367891,16,333,4,1367875,1367891,6,matches,0,0,0
sbrk_,1367891,1368091,200,334,4,1367891,1368091,74,matches,0,0,0
__brk_,1368091,1368304,213,334,4,1368091,1368294,79,shorter,0,0,0
AllocateGreenleafPortStructure_,1368304,1368328,24,336,4,1368304,1368326,8,shorter,1,0,0
FreeGreenleafPortStructure_,1368328,1368356,28,336,4,1368328,1368353,12,shorter,0,0,0
AllocateDriverStructure_,1368356,1368372,16,336,4,1368356,1368371,6,shorter,0,0,0
AllocateGenericStructure_,1368356,1368372,16,336,4,1368356,1368371,6,shorter,0,0,0
AllocateXferBuffer_,1368356,1368372,16,336,4,1368356,1368371,6,shorter,0,0,0
FreeDriverStructure_,1368372,1368380,8,336,4,1368372,1368377,1,shorter,1,0,0
FreeGenericStructure_,1368372,1368380,8,336,4,1368372,1368377,1,shorter,1,0,0
FreeXferBuffer_,1368372,1368380,8,336,4,1368372,1368377,1,shorter,1,0,0
AllocateTXBuffer_,1368380,1368404,24,336,4,1368380,1368402,8,shorter,1,0,0
FreeTXBuffer_,1368404,1368428,24,336,4,1368404,1368425,10,shorter,0,0,0
AllocateRXBuffer_,1368428,1368452,24,336,4,1368428,1368450,8,shorter,1,0,0
FreeRXBuffer_,1368452,1368480,28,336,4,1368452,1368473,10,shorter,0,0,0
