name,offset,inferred_end,inferred_size,module_index,kind
Texture_Map_Block_,1184213,1185064,851,172,4
Get_Bitmap_Actual_Size_,1185064,1185372,308,172,4
Line_Texture_Map_,1185372,1185708,336,172,4
Get_Bitmap_Pixel_,1185708,1185834,126,172,4
Set_Palette_Colors_,1185834,1186004,170,173,4
Set_Palette_Changes_,1186004,1186082,78,173,4
Clear_Palette_Changes_,1186082,1186160,78,173,4
Save_Palette_,1186160,1186211,51,173,4
Restore_Palette_,1186211,1186276,65,173,4
Set_Palette_Gradient_,1186276,1186507,231,173,4
Set_Glass_Remap_Color_,1186507,1186612,105,173,4
Reset_Cycle_Palette_Color_,1186612,1186653,41,173,4
Cycle_Palette_Color_,1186653,1187435,782,173,4
Update_Cycle_,1187435,1187707,272,173,4
Refresh_Palette_,1187707,1187941,234,173,4
Allocate_Glass_Remap_Next_Block_,1187941,1187996,55,173,4
Save_Glass_Remap_Block_,1187996,1188073,77,173,4
Restore_Glass_Remap_Block_,1188073,1188151,78,173,4
RGB_To_HLS_,1188151,1188686,535,173,4
HLS_To_RGB_,1188686,1188961,275,173,4
Value_,1188961,1189279,318,173,4
RADMALLOC,1189279,1189396,117,174,4
RADFREE,1189396,1189446,50,174,4
Open_Smacker_Animation_,1189446,1189694,248,174,4
Set_Smacker_Animation_Frame_,1189694,1189730,36,174,4
Get_Smacker_Animation_Height_,1189730,1189795,65,174,4
Get_Smacker_Animation_Width_,1189795,1189860,65,174,4
Get_Smacker_Animation_Total_Frames_,1189860,1189925,65,174,4
Get_Smacker_Animation_Frame_,1189925,1189993,68,174,4
Draw_Smacker_Animation_,1189993,1190356,363,174,4
Close_Smacker_Animation_,1190356,1190417,61,174,4
Set_Smacker_Palette_,1190417,1190564,147,174,4
Vsync_Speed_Test_,1190564,1190648,84,175,4
Store_Palette_Block_,1190648,1190695,47,175,4
Wait_For_Vsync_,1190695,1190721,26,175,4
Forced_Wait_For_Vsync_,1190721,1190738,17,175,4
Tint_Palette_,1190738,1191040,302,175,4
Darken_Palette_,1191040,1191222,182,175,4
Cycle_Palette_,1191222,1191529,307,175,4
Dual_Cycle_Palette_,1191529,1191719,190,175,4
Store_Single_Palette_Color_,1191719,1191772,53,175,4
String_To_Upper_,1191772,1191885,113,176,4
String_To_Lower_,1191885,1191998,113,176,4
Trim_,1191998,1192146,148,176,4
Swap_,1192146,1192209,63,176,4
Swap_Short_,1192209,1192276,67,176,4
Swap_Char_,1192276,1192339,63,176,4
Swap_Long_,1192339,1192402,63,176,4
Delete_Structure_,1192402,1192503,101,176,4
Update_Glass_Remap_Colors_,1192503,1193147,644,177,4
Update_Glass_Remap_Color_Range_,1193147,1193770,623,177,4
Sort_Palette_List_,1193770,1194185,415,177,4
Find_Closest_Color_,1194185,1194926,741,177,4
Get_Palette_Animation_Color_,1194926,1195164,238,177,4
Calculate_Picture_Remap_Colors_,1195164,1195286,122,177,4
Create_Picture_Remap_Palette_,1195286,1195489,203,177,4
Get_Remap_Palette_Color_,1195489,1195542,53,177,4
Get_Palette_RGB_,1195542,1195638,96,177,4
byteswap_,1195638,1195676,38,178,5
med3_,1195676,1195764,88,178,5
qsort_,1195764,1196845,1081,178,4
Interpolate_Line_,1196845,1197232,387,179,4
Absolute_Interpolate_Line_,1197232,1197623,391,179,4
Range_,1197623,1197764,141,179,4
Delta_XY_With_Wrap_,1197764,1197929,165,179,4
Path_,1197929,1198478,549,179,4
Path_Wrap_,1198478,1199250,772,179,4
isqrt_,1199250,1199405,155,179,4
Line_,1199405,1200983,1578,180,4
Clip_Line_,1200983,1202076,1093,180,4
Draw_Horizontal_Run_,1202076,1202182,106,180,4
Draw_Vertical_Run_,1202182,1202288,106,180,4
Multi_Colored_Line_,1202288,1203933,1645,180,4
Draw_Horizontal_Run_Multi_,1203933,1204061,128,180,4
Draw_Vertical_Run_Multi_,1204061,1204189,128,180,4
Anti_Alias_Line_,1204189,1205809,1620,180,4
Draw_Horizontal_Run_Alias_,1205809,1205932,123,180,4
Draw_Vertical_Run_Alias_,1205932,1206056,124,180,4
Plasma_Box_,1206056,1206488,432,180,4
Create_Plasma_Line_,1206488,1206831,343,180,4
Plasma_Line_,1206831,1208483,1652,180,4
Draw_Horizontal_Run_Plasma_,1208483,1208609,126,180,4
Draw_Vertical_Run_Plasma_,1208609,1208735,126,180,4
Replace_Color_,1208735,1209406,671,181,4
Replace_Color_All_,1209406,1210063,657,181,4
No_Replace_Mask_Msg_,1210063,1210104,41,181,4
Replace_Color_Gradient_,1210104,1210883,779,181,4
Replace_Gradient_Range_,1210883,1211782,899,181,4
Replace_Color_Range_,1211782,1212640,858,181,4
Establish_Color_Gradient_,1212640,1212853,213,181,4
Shift_Palette_Range_,1212853,1212969,116,181,4
Gray_Scale_Off_Page_,1212969,1213119,150,181,4
Interlaced_Gray_Scale_Off_Page_,1213119,1213445,326,181,4
_angle_to_sin,1213445,1213625,180,182,5
Get_Angle_,1213625,1213973,348,182,4
Sin_,1213973,1214326,353,182,4
Cos_,1214326,1214386,60,182,4
Rotate_Coordinates_,1214386,1215376,990,182,4
strcmp_,1215376,1215540,164,183,4
Set_Bank_Write_Vesa_,1215540,1215576,36,184,4
Set_Bank_Read_Vesa_,1215576,1215623,47,184,4
Switch_Video_Pages_Vesa_,1215623,1215664,41,184,4
Get_Bank_Write_Vesa_,1215664,1215712,48,184,4
Fast_Screen_Block_Copy_,1215712,1215726,14,184,4
Add_Square_To_Scan_List_,1215726,1216018,292,184,4
cget_file_,1216018,1216102,84,185,5
uncget_file_,1216102,1216110,8,185,5
vfscanf_,1216110,1216149,39,185,4
fscanf_,1216149,1216182,33,185,4
fputs_,1216182,1216305,123,186,4
_netLobby,1216305,1216315,10,187,4
Net_Init_,1216315,1216610,295,187,4
Net_Uninit_,1216610,1216699,89,187,4
Net_Update_,1216699,1216807,108,187,4
Net_Is_Sending_,1216807,1216851,44,187,4
Net_Send_Message_,1216851,1217036,185,187,4
Net_Status_,1217036,1217172,136,187,4
Net_Get_Users_,1217172,1217368,196,187,4
Set_Null_Modem_Slave_,1217368,1217415,47,187,4
Set_Null_Modem_Host_,1217415,1217462,47,187,4
Net_Is_User_Valid_,1217462,1217607,145,187,4
Net_Host_ID_,1217607,1217654,47,187,4
Net_Update_Game_List_,1217654,1218137,483,187,4
Net_Get_Game_Count_,1218137,1218186,49,187,4
Net_Get_Game_Name_,1218186,1218296,110,187,4
Net_Get_Game_Status_,1218296,1218383,87,187,4
Net_Join_Game_,1218383,1218605,222,187,4
Net_Create_Game_,1218605,1218794,189,187,4
Net_Get_Player_Count_,1218794,1218894,100,187,4
Net_Enable_New_Players_,1218894,1218959,65,187,4
Net_Disable_New_Players_,1218959,1219024,65,187,4
Net_New_Players_Enabled_,1219024,1219071,47,187,4
memmove_,1219071,1219148,77,188,4
_dos_findfirst_,1219148,1219177,29,189,4
_dos_findnext_,1219177,1219205,28,189,4
_dos_findclose_,1219205,1219278,73,189,4
strncpy_,1219278,1219315,37,190,4
Reduce_Palette_,1219315,1219966,651,191,4
Split_Cube_,1219966,1221801,1835,191,4
Sort_Cube_Points_,1221801,1222417,616,191,4
Find_Longest_Axis_,1222417,1222604,187,191,4
Initial_Cube_,1222604,1222735,131,191,4
Find_Next_Lowest_Cube_Level_,1222735,1223059,324,191,4
Shrink_Cube_,1223059,1223361,302,191,4
Clear_Reduced_Palette_Groups_,1223361,1223401,40,191,4
Add_Reduced_Palette_Group_,1223401,1223681,280,191,4
Compress_Reduced_Palette_Groups_,1223681,1223902,221,191,4
strncmp_,1223902,1223943,41,192,4
LBX_create_,1223943,1223987,44,193,4
LBX_init_,1223987,1224308,321,193,4
LBX_uninit_,1224308,1224379,71,193,4
LBX_readRecord_,1224379,1224534,155,193,4
LBX_readPartialRecord_,1224534,1224658,124,193,4
LBX_getRecordLength_,1224658,1224713,55,193,4
LBX_getRecordLocation_,1224713,1224768,55,193,4
LBX_writeRecord_,1224768,1225607,839,193,4
LBX_appendRecord_,1225607,1226399,792,193,4
LBX_deleteRecord_,1226399,1227197,798,193,4
Save_Block_To_Drive_,1227197,1227398,201,194,4
Restore_Block_From_Drive_,1227398,1227515,117,194,4
Bolt_Line_,1227515,1228484,969,195,4
Bolt_Segment_,1228484,1229356,872,195,4
Wide_Bolt_Line_,1229356,1230998,1642,195,4
_stricmp_,1230998,1231069,71,196,4
strcmpi_,1230998,1231069,71,196,4
stricmp_,1230998,1231069,71,196,4
mem_putc_,1231069,1231088,19,197,5
vsprintf_,1231088,1231109,21,197,4
time_,1231109,1231156,47,198,4
_localtime_,1231156,1231237,81,199,4
localtime_,1231237,1231250,13,199,4
fgetc_,1231250,1231387,137,200,4
__filbuf_,1231387,1231434,47,200,4
__fill_buffer_,1231434,1231606,172,200,4
_nfree_,1231606,1231736,130,201,4
free_,1231606,1231736,130,201,4
_nmalloc_,1231736,1231963,227,202,4
malloc_,1231736,1231963,227,202,4
Init_Modem_,1231963,1232069,106,203,4
Uninit_Modem_,1232069,1232119,50,203,4
Modem_Output_,1232119,1232212,93,203,4
Modem_Read_Char_,1232212,1232293,81,203,4
Modem_Answer_,1232293,1232385,92,203,4
Modem_Dial_Number_,1232385,1232600,215,203,4
Get_Modem_Error_,1232600,1232861,261,203,4
Modem_Connected_,1232861,1232936,75,203,4
Modem_Hang_Up_,1232936,1233137,201,203,4
Modem_Reset_,1233137,1233296,159,203,4
Modem_Write_Char_,1233296,1233351,55,203,4
Modem_Open_Port_,1233351,1233510,159,203,4
Modem_Close_Port_,1233510,1233574,64,203,4
InitTransportLayer_,1233574,1233732,158,204,4
UninitTransportLayer_,1233732,1233820,88,204,4
PacketAcked_,1233820,1233999,179,204,4
UserIsValid_,1233999,1234379,380,204,4
SendPacketBurst_,1234379,1234648,269,204,4
UpdateTransportLayer_,1234648,1234779,131,204,4
ResetSending_,1234779,1234949,170,204,4
ResetReceiving_,1234949,1235047,98,204,4
SendAck_,1235047,1235225,178,204,4
NumUsers_,1235225,1235325,100,204,4
AllAcknowledged_,1235325,1235643,318,204,4
ReceiveLargeUserMessage_,1235643,1236606,963,204,4
SendPacket_,1236606,1236927,321,204,4
SendLargeUserMessage_,1236927,1237382,455,204,4
OutputDebugString_,1237382,1237546,164,204,4
_toupper_,1237546,1237560,14,206,4
toupper_,1237546,1237560,14,206,4
_tolower_,1237560,1237574,14,207,4
tolower_,1237560,1237574,14,207,4
Print_Paragraph_,1237574,1238143,569,208,4
Mark_Paragraph_,1238143,1239167,1024,208,4
Get_Paragraph_Max_Height_,1239167,1239290,123,208,4
Get_Paragraph_Max_Width_,1239290,1239710,420,208,4
Reset_Paragraph_Exclusions_,1239710,1239750,40,208,4
Set_Paragraph_Exclusion_Area_,1239750,1239893,143,208,4
Set_Paragraph_Exclusion_Picture_,1239893,1240062,169,208,4
Remove_Paragraph_Marks_,1240062,1240148,86,208,4
Print_Paragraph_To_Bitmap_,1240148,1240665,517,208,4
_strupr_,1240665,1240702,37,209,4
strupr_,1240665,1240702,37,209,4
Blinds_Fade_,1240702,1240860,158,210,4
__CMain,1240860,1240940,80,211,4
__InitRtns,1240940,1241015,75,212,4
__FiniRtns,1241015,1241094,79,212,4
__null_FPE_rtn,1241094,1241095,1,214,5
__Init_Argv_,1241095,1241288,193,215,4
_SplitParms_,1241288,1241568,280,215,5
__CHK,1241568,1241584,16,216,4
__GRO,1241584,1241587,3,216,4
__STK,1241587,1241617,30,216,4
__STKOVERFLOW_,1241617,1241632,15,216,4
strcat_,1241632,1241683,51,217,4
int386_,1241683,1241712,29,218,4
sound_,1241712,1241786,74,219,4
nosound_,1241786,1241804,18,219,4
delay_,1241804,1241809,5,220,4
printf_,1241809,1241843,34,221,4
__null_int23_exit_,1241843,1241844,1,222,4
_null_exit_rtn_,1241843,1241844,1,222,5
exit_,1241844,1241868,24,222,4
_exit_,1241868,1241890,22,222,4
_memavl_,1241890,1241946,56,223,4
memcpy_,1241946,1241983,37,224,4
strcpy_,1241983,1242014,31,225,4
_dos_getfileattr_,1242014,1242041,27,226,4
_dos_setfileattr_,1242041,1242060,19,226,4
_dos_getdiskfree_,1242060,1242105,45,227,4
remove_,1242105,1242110,5,228,4
getcwd_,1242110,1242246,136,229,4
AILDEBUG_start_,1242246,1242414,168,230,4
_TIME_callback,1242414,1242522,108,230,4
TIME_write_,1242522,1242688,166,230,4
_AIL_startup,1242688,1243068,380,230,4
_AIL_shutdown,1243068,1243215,147,230,4
_AIL_set_preference,1243215,1243465,250,230,4
_AIL_lock,1243465,1243470,5,230,4
_AIL_unlock,1243470,1243475,5,230,4
_AIL_get_real_vect,1243475,1243710,235,230,4
_AIL_set_real_vect,1243710,1243831,121,230,4
_AIL_set_USE16_ISR,1243831,1243969,138,230,4
_AIL_restore_USE16_ISR,1243969,1244085,116,230,4
_AIL_disable_interrupts,1244085,1244090,5,230,4
_AIL_restore_interrupts,1244090,1244104,14,230,4
_AIL_call_driver,1244104,1244382,278,230,4
_AIL_delay,1244382,1244491,109,230,4
_AIL_background,1244491,1244496,5,230,4
_AIL_read_INI,1244496,1245353,857,230,4
_AIL_register_timer,1245353,1245588,235,230,4
_AIL_set_timer_user,1245588,1245831,243,230,4
_AIL_set_timer_period,1245831,1245949,118,230,4
_AIL_set_timer_frequency,1245949,1246067,118,230,4
_AIL_set_timer_divisor,1246067,1246185,118,230,4
_AIL_interrupt_divisor,1246185,1246407,222,230,4
_AIL_start_timer,1246407,1246516,109,230,4
_AIL_start_all_timers,1246516,1246614,98,230,4
_AIL_stop_timer,1246614,1246723,109,230,4
_AIL_stop_all_timers,1246723,1246821,98,230,4
_AIL_release_timer_handle,1246821,1246930,109,230,4
_AIL_release_all_timers,1246930,1247028,98,230,4
_AIL_get_IO_environment,1247028,1247257,229,230,4
_AIL_install_driver,1247257,1247500,243,230,4
_AIL_uninstall_driver,1247500,1247609,109,230,4
_AIL_install_DIG_INI,1247609,1247831,222,230,4
_AIL_install_DIG_driver_file,1247831,1248068,237,230,4
_AIL_uninstall_DIG_driver,1248068,1248177,109,230,4
_AIL_allocate_sample_handle,1248177,1248406,229,230,4
_AIL_allocate_file_sample,1248406,1248655,249,230,4
_AIL_release_sample_handle,1248655,1248764,109,230,4
_AIL_init_sample,1248764,1248873,109,230,4
_AIL_set_sample_file,1248873,1249135,262,230,4
_AIL_set_sample_address,1249135,1249265,130,230,4
_AIL_set_sample_type,1249265,1249395,130,230,4
_AIL_start_sample,1249395,1249504,109,230,4
_AIL_stop_sample,1249504,1249613,109,230,4
_AIL_resume_sample,1249613,1249722,109,230,4
_AIL_end_sample,1249722,1249831,109,230,4
_AIL_set_sample_playback_rate,1249831,1249949,118,230,4
_AIL_set_sample_volume,1249949,1250067,118,230,4
_AIL_set_sample_pan,1250067,1250185,118,230,4
_AIL_set_sample_loop_count,1250185,1250303,118,230,4
_AIL_sample_status,1250303,1250532,229,230,4
_AIL_sample_playback_rate,1250532,1250773,241,230,4
_AIL_sample_volume,1250773,1251002,229,230,4
_AIL_sample_pan,1251002,1251231,229,230,4
_AIL_sample_loop_count,1251231,1251460,229,230,4
_AIL_install_DIG_driver_image,1251460,1251709,249,230,4
_AIL_minimum_sample_buffer_size,1251709,1251958,249,230,4
_AIL_sample_buffer_ready,1251958,1252187,229,230,4
_AIL_load_sample_buffer,1252187,1252330,143,230,4
_AIL_set_sample_position,1252330,1252448,118,230,4
_AIL_sample_position,1252448,1252677,229,230,4
_AIL_register_SOB_callback,1252677,1252914,237,230,4
_AIL_register_EOB_callback,1252914,1253151,237,230,4
_AIL_register_EOS_callback,1253151,1253388,237,230,4
_AIL_register_EOF_callback,1253388,1253625,237,230,4
_AIL_set_sample_user_data,1253625,1253755,130,230,4
_AIL_sample_user_data,1253755,1253992,237,230,4
_AIL_active_sample_count,1253992,1254221,229,230,4
_AIL_install_MDI_INI,1254221,1254437,216,230,4
_AIL_install_MDI_driver_file,1254437,1254674,237,230,4
_AIL_uninstall_MDI_driver,1254674,1254783,109,230,4
_AIL_allocate_sequence_handle,1254783,1255012,229,230,4
_AIL_release_sequence_handle,1255012,1255121,109,230,4
_AIL_init_sequence,1255121,1255370,249,230,4
_AIL_start_sequence,1255370,1255479,109,230,4
_AIL_stop_sequence,1255479,1255588,109,230,4
_AIL_resume_sequence,1255588,1255697,109,230,4
_AIL_end_sequence,1255697,1255806,109,230,4
_AIL_set_sequence_tempo,1255806,1255936,130,230,4
_AIL_set_sequence_volume,1255936,1256066,130,230,4
_AIL_set_sequence_loop_count,1256066,1256184,118,230,4
_AIL_sequence_status,1256184,1256413,229,230,4
_AIL_sequence_tempo,1256413,1256642,229,230,4
_AIL_sequence_volume,1256642,1256871,229,230,4
_AIL_sequence_loop_count,1256871,1257100,229,230,4
_AIL_install_MDI_driver_image,1257100,1257349,249,230,4
_AIL_set_GTL_filename_prefix,1257349,1257458,109,230,4
_AIL_timbre_status,1257458,1257707,249,230,4
_AIL_install_timbre,1257707,1257956,249,230,4
_AIL_protect_timbre,1257956,1258086,130,230,4
_AIL_unprotect_timbre,1258086,1258216,130,230,4
_AIL_active_sequence_count,1258216,1258445,229,230,4
_AIL_controller_value,1258445,1258694,249,230,4
_AIL_channel_notes,1258694,1258931,237,230,4
_AIL_sequence_position,1258931,1259195,264,230,4
_AIL_branch_index,1259195,1259313,118,230,4
_AIL_register_prefix_callback,1259313,1259550,237,230,4
_AIL_register_trigger_callback,1259550,1259787,237,230,4
_AIL_register_sequence_callback,1259787,1260024,237,230,4
_AIL_register_event_callback,1260024,1260261,237,230,4
_AIL_register_timbre_callback,1260261,1260498,237,230,4
_AIL_set_sequence_user_data,1260498,1260628,130,230,4
_AIL_sequence_user_data,1260628,1260865,237,230,4
_AIL_register_ICA_array,1260865,1260983,118,230,4
_AIL_lock_channel,1260983,1261212,229,230,4
_AIL_release_channel,1261212,1261330,118,230,4
_AIL_map_sequence_channel,1261330,1261460,130,230,4
_AIL_true_sequence_channel,1261460,1261697,237,230,4
_AIL_send_channel_voice_message,1261697,1261850,153,230,4
_AIL_send_sysex_message,1261850,1261968,118,230,4
_AIL_create_wave_synthesizer,1261968,1262232,264,230,4
_AIL_destroy_wave_synthesizer,1262232,1262341,109,230,4
AILDEBUG_end_,1262341,1262383,42,230,4
strlen_,1262383,1262408,25,231,4
Load_System_Font_,1262408,1263452,1044,232,4
Load_System_Mouse_,1263452,1263819,367,232,4
_Full_at_exit_rtn_,1263819,1263878,59,233,4
atexit_,1263878,1263938,60,233,4
_Alphabet,1263938,1263975,37,234,5
ultoa_,1263975,1264049,74,234,4
_ltoa_,1264049,1264076,27,234,4
ltoa_,1264049,1264076,27,234,4
Print_Character_ASM_,1264076,1264134,58,235,4
Print_Character_No_Alias_ASM_,1264134,1264198,64,235,4
_disable_,1264198,1264200,2,236,4
_enable_,1264200,1264202,2,237,4
int386x_,1264202,1264228,26,238,4
Count_It_,1264228,1264261,33,239,4
Get_ES_,1264261,1264267,6,239,4
Get_DS_,1264267,1264273,6,239,4
Save_Mouse_Hi_Res_,1264273,1265324,1051,239,4
Restore_Mouse_Hi_Res_,1265324,1266333,1009,239,4
Draw_Mouse_Buffer_,1266333,1267481,1148,239,4
Save_Mouse_Off_Page_,1267481,1267792,311,239,4
Restore_Mouse_Off_Page_,1267792,1268063,271,239,4
Draw_Mouse_Off_Page_Buffer_,1268063,1268442,379,239,4
Set_Video_Mode_Lo_Res_,1268442,1268473,31,240,4
Set_Video_Mode_Mode_X_,1268473,1268504,31,240,4
Set_Video_Mode_Mode_X240_,1268504,1268535,31,240,4
Set_Video_Mode_Mode_Y_,1268535,1268566,31,240,4
Full_Screen_Dump_Lo_Res_,1268566,1268597,31,240,4
Full_Screen_Dump_Mode_X_,1268597,1268628,31,240,4
Full_Screen_Dump_Mode_X240_,1268628,1268659,31,240,4
Full_Screen_Dump_Mode_Y_,1268659,1268690,31,240,4
Partial_Screen_Dump_Lo_Res_,1268690,1268721,31,240,4
Partial_Screen_Dump_Mode_X_,1268721,1268752,31,240,4
Partial_Screen_Dump_Mode_X240_,1268752,1268783,31,240,4
Partial_Screen_Dump_Mode_Y_,1268783,1268814,31,240,4
Masked_Screen_Dump_Lo_Res_,1268814,1268845,31,240,4
Masked_Screen_Dump_Mode_X_,1268845,1268876,31,240,4
Masked_Screen_Dump_Mode_X240_,1268876,1268907,31,240,4
Masked_Screen_Dump_Mode_Y_,1268907,1268938,31,240,4
Copy_Off_To_On_Lo_Res_,1268938,1268977,39,240,4
Copy_Off_To_On_Mode_X_,1268977,1269016,39,240,4
Copy_Off_To_On_Mode_X240_,1269016,1269055,39,240,4
Copy_Off_To_On_Mode_Y_,1269055,1269094,39,240,4
Save_Mouse_Lo_Res_,1269094,1269125,31,240,4
Save_Mouse_Mode_X_,1269125,1269156,31,240,4
Save_Mouse_Mode_X240_,1269156,1269187,31,240,4
Save_Mouse_Mode_Y_,1269187,1269218,31,240,4
Restore_Mouse_Lo_Res_,1269218,1269249,31,240,4
Restore_Mouse_Mode_X_,1269249,1269280,31,240,4
Restore_Mouse_Mode_X240_,1269280,1269311,31,240,4
Restore_Mouse_Mode_Y_,1269311,1269342,31,240,4
Draw_Mouse_Lo_Res_,1269342,1269373,31,240,4
Draw_Mouse_Mode_X_,1269373,1269404,31,240,4
Draw_Mouse_Mode_X240_,1269404,1269435,31,240,4
Draw_Mouse_Mode_Y_,1269435,1269466,31,240,4
Save_Video_State_Lo_Res_,1269466,1269497,31,240,4
Save_Video_State_Mode_X_,1269497,1269528,31,240,4
Save_Video_State_Mode_X240_,1269528,1269559,31,240,4
Save_Video_State_Mode_Y_,1269559,1269590,31,240,4
Restore_Video_State_Lo_Res_,1269590,1269621,31,240,4
Restore_Video_State_Mode_X_,1269621,1269652,31,240,4
Restore_Video_State_Mode_X240_,1269652,1269683,31,240,4
Restore_Video_State_Mode_Y_,1269683,1269714,31,240,4
Test_For_Vesa_,1269714,1269953,239,241,4
Get_Vesa_Total_Memory_,1269953,1270256,303,241,4
Get_Vesa_Granularity_,1270256,1270600,344,241,4
Set_Video_Mode_Vesa_,1270600,1270711,111,241,4
__prtf_,1270711,1271638,927,242,4
getprintspecs_,1271638,1271956,318,242,5
evalflags_,1271956,1272051,95,242,5
far_strlen_,1272051,1272087,36,242,5
far_other_strlen_,1272087,1272122,35,242,5
fmt4hex_,1272122,1272216,94,242,5
FixedPoint_Format_,1272216,1272461,245,242,5
float_format_,1272461,1272468,7,242,5
formstring_,1272468,1273725,1257,242,5
zupstr_,1273725,1273749,24,242,5
__set_EDOM_,1273749,1273754,5,243,4
__set_errno_,1273754,1273766,12,243,4
__set_ERANGE_,1273766,1273773,7,243,4
__set_EINVAL_,1273773,1273789,16,243,4
__set_doserrno_,1273789,1273801,12,243,4
open_,1273801,1273837,36,245,4
sopen_,1273837,1274326,489,245,4
__set_binary_,1274326,1274427,101,245,4
__allocfp_,1274427,1274593,166,246,4
__freefp_,1274593,1274650,57,246,4
__purgefp_,1274650,1274680,30,246,4
__chktty_,1274680,1274730,50,247,4
getpid_,1274730,1274736,6,249,4
__flush_,1274736,1274953,217,250,4
ftell_,1274953,1275019,66,251,4
_lseek_,1275019,1275086,67,252,4
lseek_,1275019,1275086,67,252,4
__close_,1275086,1275139,53,253,4
__ioalloc_,1275139,1275258,119,254,4
__qread_,1275258,1275292,34,255,4
Fill_Column_,1275292,1275323,31,256,4
Fill_Region_,1275323,1275371,48,256,4
Interlaced_Fill_Column_,1275371,1275404,33,256,4
Interlaced_Fill_Region_,1275404,1275486,82,256,4
Tri_Interlaced_Fill_Column_,1275486,1275544,58,256,4
Tri_Interlaced_Fill_Region_,1275544,1275683,139,256,4
Tint_Fill_Column_,1275683,1275744,61,256,4
Tint_Fill_Region_,1275744,1275828,84,256,4
Shear_X_Negative_,1275828,1275855,27,257,4
Shear_X_Positive_,1275855,1275885,30,257,4
Shear_Y_Negative_,1275885,1275942,57,257,4
Shear_Y_Positive_,1275942,1276030,88,257,4
Flip_Bitmap_Left_Same_,1276030,1276070,40,257,4
Flip_Bitmap_Left_Different_,1276070,1276099,29,257,4
Flip_Bitmap_Down_Same_,1276099,1276143,44,257,4
Flip_Bitmap_Down_Different_,1276143,1276187,44,257,4
Capture_Screen_Block_,1276187,1276213,26,257,4
Enlarge_Bitmap_,1276213,1276434,221,257,4
Reduce_Bitmap_,1276434,1276604,170,257,4
Vanish_Bitmap_Pixels_,1276604,1276809,205,257,4
Outline_Bitmap_Pixels_,1276809,1277034,225,257,4
Outline_Bitmap_Pixels_No_Glass_,1277034,1277267,233,257,4
Bitmap_Aura_Pixels_,1277267,1277360,93,257,4
Transpose_Bitmap_Clockwise_,1277360,1277415,55,257,4
Transpose_Bitmap_Counter_,1277415,1277475,60,257,4
Tint_Bitmap_Pixels_,1277475,1277537,62,257,4
Gray_Scale_Fill_Pixels_,1277537,1277599,62,257,4
Jumble_Bitmap_Pixels_,1277599,1277758,159,257,4
Mask_Bitmap_Pixels_,1277758,1277819,61,257,4
Mask_Brighten_Bitmap_Pixels_,1277819,1277919,100,257,4
Mask_Bitmap_Pixels_Inverse_,1277919,1277980,61,257,4
Mask_Bitmap_Colors_Pixels_,1277980,1278086,106,257,4
Texture_Map_Pixels_PUPV_,1278086,1278152,66,257,4
Texture_Map_Pixels_NUPV_,1278152,1278218,66,257,4
Texture_Map_Pixels_PUNV_,1278218,1278284,66,257,4
Texture_Map_Pixels_NUNV_,1278284,1278350,66,257,4
Gray_Scale_Off_Page_ASM_,1278350,1278402,52,257,4
Interlace_Scale_Off_Page_ASM_,1278402,1278496,94,257,4
__STOSB,1278496,1278551,55,258,4
__STOSD,1278551,1278659,108,258,4
__qwrite_,1278659,1278775,116,259,4
fputc_,1278775,1278939,164,260,4
_dosret0_,1278939,1278946,7,261,4
_dosretax_,1278946,1278950,4,261,4
__set_errno_dos_,1278950,1279063,113,261,4
tell_,1279063,1279080,17,262,4
clock_value_,1279080,1279171,91,263,5
__clock_init_,1279171,1279182,11,263,4
__clock_,1279182,1279222,40,263,4
flushall_,1279222,1279227,5,264,4
__flushall_,1279227,1279276,49,264,4
Draw_Animated_Sprite_,1279276,1279411,135,265,4
Draw_Bitmap_Sprite_,1279411,1279493,82,265,4
Color_Stream_Copy_,1279493,1279517,24,265,4
Clipped_Draw_Bitmap_Sprite_,1279517,1279968,451,266,4
Clipped_Draw_Glassed_Bitmap_Sprite_,1279968,1280500,532,266,4
Clipped_Draw_Animated_Sprite_,1280500,1281075,575,266,4
Clipped_Draw_Glassed_Animated_Sprite_,1281075,1281879,804,266,4
Clipped_Draw_Stenciled_Animated_Sprite_,1281879,1282936,1057,266,4
AClipped_Draw_Stenciled_Animated_Sprite_,1282936,1284057,1121,266,4
_dos_getvect_,1284057,1284107,50,267,4
_dos_setvect_,1284107,1284160,53,268,4
SMACKSOUNDMSSLITEDONE,1284160,1284192,32,269,4
SMACKSOUNDMSSLITEINITWITHSTART,1284192,1284240,48,269,4
SMACKSOUNDUSEMSS,1284240,1284432,192,269,4
MSSLOWSOUNDVOLPAN,1284432,1284544,112,269,5
MSSSMACKTIMERDONE,1284544,1284640,96,269,5
MSSSMACKTIMERSETUP,1284640,1284880,240,269,5
MSSWINSMACKTIMERREAD,1284880,1284912,32,269,5
MSSSMACKTIMERREAD,1284912,1285040,128,269,5
MSS_INT,1285040,1285056,16,269,5
MSSLOWSOUNDCLOSE,1285056,1285184,128,269,5
MSSLOWSOUNDPURGE,1285184,1285248,64,269,5
MSSLOWSOUNDOPEN,1285248,1285696,448,269,5
doinit_,1285696,1285840,144,269,5
MSSLOWSOUNDPLAYED,1285840,1285920,80,269,5
MSSLOWSOUNDCHECK,1285920,1286160,240,269,5
SMACKWRAPCOPY,1286160,1286288,128,270,4
SMACKWAIT,1286288,1286576,288,270,4
