caller,caller_offset,jump_site,target_owner,target_owner_offset,target,target_delta
Assign_Additional_Unblockaded_Farmers_,813780,814459,Clear_Build_Queues_If_New_Tech_,809172,810215,1043
Assign_Star_Officer_,815473,816079,Reassign_Fleet_Officer_,815224,815467,243
Delete_Already_Assigned_Planets_,816996,817438,Get_Colonizable_Planets_,816824,816990,166
Ship_Rough_Strength_At_Star_,818515,818991,Get_Colonizable_Planets_,816824,816990,166
Sort_candidate_stars_,821319,821521,Get_Colonizable_Planets_,816824,816990,166
Sort_candidate_stars_,821319,821535,Get_Colonizable_Planets_,816824,816990,166
Sort_candidate_stars_,821319,821542,Get_Colonizable_Planets_,816824,816990,166
Enemy_Colony_Worth_To_Player_,822545,822748,Get_Colonizable_Planets_,816824,816990,166
Launch_Attacks_,825326,825402,Get_Colonizable_Planets_,816824,816990,166
Move_To_Unexplored_Stars_,831444,832082,Intercept_Invaders_,827269,828536,1267
Launch_Sneak_Attack_,832087,832480,Intercept_Invaders_,827269,828543,1274
Mark_Flee_Stars_,832485,832633,Launch_Sneak_Attack_,832087,832479,392
Move_AI_,832638,833108,Best_Uncolonized_Undestined_Planet_,822393,822539,146
Sort_npc_dests_,833113,833229,Get_Colonizable_Planets_,816824,816990,166
NPC_Dest_,833234,833747,Get_Colonizable_Planets_,816824,816990,166
Move_NPCs_,833752,834340,Intercept_Invaders_,827269,828536,1267
Find_Opportunity_Attack_Aux_,834463,834647,Compute_Attack_Worthiness_,822994,824269,1275
Player_Threatens_Player_,834760,834995,Knock_Out_Impossible_Interceptions_,825407,825778,371
Number_Of_Attacks_Underway_,835000,835199,Get_Colonizable_Planets_,816824,816990,166
Player_Best_Armor_,836387,836429,Player_Best_Ship_Shield_,836339,836381,42
Player_Best_Computer_,836431,836473,Player_Best_Ship_Shield_,836339,836381,42
Player_Best_Fuel_,836475,836517,Player_Best_Ship_Shield_,836339,836381,42
Player_Best_Drive_,836579,836625,Player_Best_Ship_Shield_,836339,836381,42
Player_Best_Rifle_,836630,836676,Player_Best_Ship_Shield_,836339,836381,42
Player_Best_Personal_Shield_,836681,836727,Player_Best_Ship_Shield_,836339,836381,42
Apply_Evolutionary_Upgrades_,838576,838700,Compute_AI_Tech_Info_,836732,838242,1510
AI_Agrees_To_Research_Agreement_,838787,838858,AI_Agrees_To_Trade_Agreement_,838705,838776,71
Resolve_Biological_Hit_,839998,840175,Destroy_Colony_,839084,839351,267
Resolve_Biological_Hit_,839998,840226,Destroy_Colony_,839084,839351,267
Resolve_Biological_Hit_,839998,840242,Destroy_Colony_,839084,839351,267
Resolve_Biological_Hit_,839998,840390,Destroy_Colony_,839084,839351,267
Resolve_Biological_Hit_,839998,840429,Destroy_Colony_,839084,839351,267
Send_GNN_Chat_Msg_,840746,840880,Send_Chat_Msg_,840632,840739,107
Format_Quotient_,842294,842447,Colony_Food_Production_,845412,846615,1203
Colony_Morale_,842533,843088,Colony_Food_Production_,845412,846615,1203
Colony_Morale_,842533,843510,Colony_Food_Production_,845412,846606,1194
Colony_Pop_Prod_Produced_,843731,843833,Size_And_Climate_Race_Pop_Limit_,854675,854856,181
Colony_Pop_Base_Prod_Produced_,844332,844411,Colony_Empire_Base_Industry_Produced_,847175,847380,205
Show_Food_Production_,846621,846662,Show_Morale_,843515,843556,41
Colony_Food_Maintenance_,846667,846719,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Colony_Food_Maintenance_,846667,846992,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Show_Industry_Production_,849176,849217,Show_Morale_,843515,843556,41
Colony_Industry_Maintenance_,849222,849274,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Colony_Industry_Maintenance_,849222,849514,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Colony_Replicators_,849519,850108,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Pass_Out_Imports_,850160,851393,Colony_Food_Production_,845412,846615,1203
Colony_Empire_Base_Research_Produced_,851575,851810,Colony_Empire_Base_Industry_Produced_,847175,847380,205
Colony_Empire_Base_Research_Produced_,851575,851823,Colony_Empire_Base_Industry_Produced_,847175,847376,201
Colony_Research_Production_,851828,851855,Colony_Food_Production_,845412,846615,1203
Colony_Research_Production_,851828,851918,Colony_Food_Production_,845412,846615,1203
Colony_Research_Production_,851828,852926,Colony_Food_Production_,845412,846600,1188
Show_Research_Production_,852931,852972,Show_Morale_,843515,843556,41
Colony_BC_Production_,852977,853004,Colony_Food_Production_,845412,846615,1203
Colony_BC_Production_,852977,853067,Colony_Food_Production_,845412,846615,1203
Colony_BC_Production_,852977,854211,Colony_Food_Production_,845412,846600,1188
Show_BC_Production_,854216,854257,Show_Morale_,843515,843556,41
Colony_BC_Maintenance_,854351,854543,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Planet_Max_Population_For_Player_,854863,855064,Colony_Food_Production_,845412,846615,1203
Room_For_Another_Dude_,855195,855443,Colony_Industry_Production_,847387,849164,1777
Colony_Cost_To_Buy_Given_Product_,856066,856152,Size_And_Climate_Race_Pop_Limit_,854675,854856,181
Colony_Cost_To_Buy_Given_Product_,856066,856175,Size_And_Climate_Race_Pop_Limit_,854675,854856,181
Colony_Cost_To_Buy_Given_Product_,856066,856192,Size_And_Climate_Race_Pop_Limit_,854675,854854,179
Colony_Can_Build_Product_,856508,858164,Colony_Food_Production_,845412,846615,1203
Colony_Pop_Grows_,858169,858229,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Colony_Pop_Grows_,858169,859368,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Compute_Player_Maintenance_,860160,861759,Colony_Food_Production_,845412,846615,1203
Show_Command_Points_,861764,861804,Show_Morale_,843515,843556,41
Compute_Total_Building_Costs_,861809,861915,Player_N_Turns_Until_Research_Complete_,859940,860056,116
Update_Player_Stats_,861968,862827,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Do_Player_Colony_Post_Production_,863497,863597,Colony_Calculation_,862832,862889,57
Apply_Colony_Pop_Growth_,863690,865361,Player_N_Turns_Until_Research_Complete_,859940,860056,116
Apply_Assimilation_,865366,865809,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Apply_Production_,866015,866264,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Apply_Production_,866015,867971,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Apply_Production_,866015,867989,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Ghost_Colony_Stuff_,867994,868201,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Compute_Player_Total_Known_Tech_Cost_,869685,869882,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Eliminate_Player_,869887,870426,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Do_Surrender_Empire_,871263,871629,Colony_Food_Production_,845412,846615,1203
Do_Surrenders_,871881,872015,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Apply_All_Player_Changes_,872265,872485,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Compute_Blockades_,872599,873072,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Compute_Star_Colony_Stuff_,873110,873416,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Twiddle_Initial_Homeworld_,873918,874286,Player_N_Turns_Until_Research_Complete_,859940,860056,116
Twiddle_Initial_Homeworld_,873918,874313,Player_N_Turns_Until_Research_Complete_,859940,860056,116
Twiddle_Initial_Homeworld_,873918,874434,Player_N_Turns_Until_Research_Complete_,859940,860056,116
Twiddle_Initial_Homeworld_,873918,874443,Player_N_Turns_Until_Research_Complete_,859940,860056,116
Twiddle_Initial_Homeworlds_,874546,875234,Player_N_Turns_Until_Research_Complete_,859940,860055,115
Get_System_Population_,875369,875475,Colony_Food_Production_,845412,846615,1203
Best_Leader_Diplomat_Bonus_,876041,876206,Player_N_Turns_Until_Research_Complete_,859940,860053,113
Make_New_Outpost_,876671,876681,Make_New_Colony_,876657,876664,7
AI_Colonize_,878072,878577,Find_Colonize_Players_,876912,877806,894
Process_Retreating_Ships_,880210,881406,Client_Combat_Loop_,893681,895171,1490
Get_Best_Colony_Target_,882855,883572,Get_Combat_Ships_,879116,879260,144
Human_Confirms_Attack_,883577,883926,Closest_Other_Colony_Star_,879565,879780,215
Pick_Attacker_At_Star_,885140,885292,Client_Combat_Loop_,893681,895172,1491
Collect_Targets_For_Combat_,885428,885781,Closest_Other_Colony_Star_,879565,879780,215
Bomb_Results_Popups_,886263,886427,Client_Combat_Loop_,893681,895172,1491
N_Enemy_Stars_In_Range_,886503,886580,Closest_Other_Colony_Star_,879565,879780,215
Do_System_Discoveries_At_Star_,891175,891361,Client_Combat_Loop_,893681,895171,1490
Do_System_Discoveries_At_Star_,891175,891380,Client_Combat_Loop_,893681,895171,1490
Do_System_Discoveries_At_Star_,891175,891413,Client_Combat_Loop_,893681,895171,1490
Do_System_Discoveries_At_Star_,891175,891846,Client_Combat_Loop_,893681,895171,1490
Do_System_Discoveries_At_Star_,891175,892110,Client_Combat_Loop_,893681,895171,1490
Search_For_Battles_,892258,893557,Client_Combat_Loop_,893681,895172,1491
Do_Nonhuman_Attack_Against_Human_,895259,895380,Client_Combat_Loop_,893681,895171,1490
Do_Nonhuman_Attack_Against_Human_,895259,895568,Client_Combat_Loop_,893681,895171,1490
Do_Net_Combat_Update_,895649,897421,Client_Combat_Loop_,893681,895166,1485
Map_Is_Connected_,900480,900724,Initialize_Black_Hole_Blocks_,899197,899515,318
Get_Orbit_From_X_Y_,901067,901337,Point_Is_In_Some_Nebula_,899642,899702,60
Actual_Expected_Damage_,901342,901463,Get_Orbit_Display_X_Y_,900843,901061,218
Get_Invasion_Info_,903217,903543,Get_Rebellion_Info_,902746,903002,256
Change_Pop_Ownership_,904183,904704,Assign_New_Home_Planet_,904037,904177,140
Check_Rebellion_,905824,906309,Enforce_Population_Limits_At_Colony_,903548,904031,483
Kill_Spy_,908479,908654,Kill_Research_Buildings_,907528,907749,221
Player_Maintenance_,909488,910492,Kill_Research_Buildings_,907528,907749,221
Add_Peace_Msg_,915463,915469,Add_War_Msg_,915453,915456,3
Add_Alliance_Msg_,915471,915477,Add_War_Msg_,915453,915456,3
Add_Nonaggression_Msg_,915479,915485,Add_War_Msg_,915453,915456,3
Add_Peace_Ended_Msg_,915487,915493,Add_War_Msg_,915453,915456,3
Add_Ongoing_Event_Msgs_,915495,916045,Allocate_Msg_Slots_,912186,912370,184
Add_Choose_Net_Plyrs_Fields_,916304,916695,Multi_Player_Screen_,937369,938499,1130
Add_Choose_Net_Plyrs_Fields_,916304,916709,Multi_Player_Screen_,937369,938499,1130
Add_Net_Next_Turn_Fields_,916714,917109,Multi_Player_Screen_,937369,938499,1130
Add_Load_MP_Game_Screen_Fields_,917114,917378,Multi_Player_Screen_,937369,938499,1130
Add_Choose_Multi_Net_Game_Fields_,917383,917653,Multi_Player_Screen_,937369,938499,1130
Add_Modem_Setup_Fields_,918514,919155,Multi_Player_Screen_,937369,938499,1130
Add_Modem_String_Fields_,919160,919548,Multi_Player_Screen_,937369,938499,1130
Print_Modem_Strings_,919631,919870,Draw_Wait_For_New_Joiners_Screen_,929253,929603,350
Add_NullModem_Setup_Fields_,919875,920424,Add_Modem_Setup_Fields_,918514,919129,615
Choose_Multi_Network_Game_Screen_,920718,921106,Multi_Player_Screen_,937369,938499,1130
Draw_Net_Next_Turn_Screen_,921717,923241,Multi_Player_Screen_,937369,938500,1131
Draw_Choose_Net_Plyrs_Screen_,923246,924098,Draw_Net_Next_Turn_Screen_,921717,923234,1517
Draw_Choose_Multi_Net_Game_Screen_,924404,924897,Draw_Net_Next_Turn_Screen_,921717,923234,1517
Draw_Load_MP_Game_Screen_,924902,925821,Multi_Player_Screen_,937369,938499,1130
Draw_Modem_Setup_Screen_,926421,927549,Draw_Net_Next_Turn_Screen_,921717,923234,1517
Draw_NullModem_Setup_Screen_,927924,928902,Multi_Player_Screen_,937369,938499,1130
Draw_SendGet_Net_Info_Screen_,928907,929248,Draw_Wait_For_New_Joiners_Screen_,929253,929604,351
Draw_Wait_For_New_Joiners_Screen_,929253,929609,Multi_Player_Screen_,937369,938499,1130
Draw_Wait_For_Race_Info_Screen_,929614,929972,Draw_Wait_For_New_Joiners_Screen_,929253,929600,347
Get_Net_Next_Turn_Player_Colors_,930235,930729,Multi_Player_Screen_,937369,938499,1130
Hotseat_Add_Next_Player_Fields_,930798,931045,Multi_Player_Screen_,937369,938499,1130
Hotseat_Draw_Next_Player_,931050,931831,Multi_Player_Screen_,937369,938499,1130
Hotseat_Get_Colors_,931836,932055,Multi_Player_Screen_,937369,938499,1130
Hotseat_Select_Player_,932580,933218,Multi_Player_Screen_,937369,938499,1130
Hotseat_Set_Next_Player_Status_,933223,933380,Multi_Player_Screen_,937369,938499,1130
Load_Net_Next_Turn_Screen_,933442,933825,Multi_Player_Screen_,937369,938499,1130
Load_Load_MP_Game_Screen_,934317,934597,Load_Choose_Multi_Net_Game_Screen_,934099,934302,203
Load_Modem_Setup_Screen_,935099,935382,Load_Choose_Multi_Net_Game_Screen_,934099,934305,206
Load_Multi_Player_Game_Screen_,935776,935974,Draw_Net_Next_Turn_Screen_,921717,923234,1517
Load_Multi_Player_Game_Screen_,935776,936316,Draw_Net_Next_Turn_Screen_,921717,923234,1517
Load_NullModem_Setup_Screen_,936321,936643,Multi_Player_Screen_,937369,938500,1131
Modem_Setup_Screen_,936648,937364,Draw_Net_Next_Turn_Screen_,921717,923234,1517
NullModem_Setup_Screen_,938506,938950,Multi_Player_Screen_,937369,938494,1125
Reload_Generic_Net_Info_,938967,939163,Multi_Player_Screen_,937369,938500,1131
Reload_Join_Net_Screen_,939215,939220,Reload_Generating_Map_Info_,938955,938960,5
Reload_Wait_For_Race_Info_,939291,939301,Reload_Generating_Map_Info_,938955,938960,5
Change_MP_Game_Name_,939895,940158,Multi_Player_Screen_,937369,938499,1130
Mox_Net_Update_,944638,946059,Net_End_AI_Diplomacy_,959173,959368,195
Decode_Difference_Buffer_,946897,946949,Make_Difference_Buffer_,946411,946891,480
Decode_Difference_Buffer_,946897,947133,Make_Difference_Buffer_,946411,946891,480
Broadcast_Game_Data_Differential_,947405,948721,Net_End_AI_Diplomacy_,959173,959368,195
Send_Game_Orders_,949909,951218,Broadcast_Game_Data_Differential_,947405,948711,1306
Decode_Pick_Target_Info_,953486,954259,Decode_Game_Orders_,951256,952530,1274
Send_You_Are_Target_Info_,954264,955358,Make_Difference_Buffer_,946411,946891,480
Decode_You_Are_Target_Info_,955363,956172,Decode_Game_Orders_,951256,952530,1274
Decode_Battle_Results_,957528,958552,Decode_Game_Orders_,951256,952530,1274
Send_Pick_Your_Position_,958557,958670,Broadcast_Game_Data_Differential_,947405,948711,1306
Get_Next_AI_Talker_,958883,959083,Net_End_AI_Diplomacy_,959173,959368,195
Net_Request_Human_Diplomacy_,959478,959634,Net_End_AI_Diplomacy_,959173,959363,190
Net_Request_Human_Diplomacy_,959478,959772,Net_End_AI_Diplomacy_,959173,959363,190
Refuse_Diplomacy_Request_,960296,960367,Net_Cancel_Human_Diplomacy_Request_,959830,959896,66
Tell_Diplomacy_Requester_To_Wait_,960372,960400,Net_Cancel_Human_Diplomacy_Request_,959830,959898,68
Send_Drop_Out_Info_,960432,960669,Decode_Game_Orders_,951256,952530,1274
Decode_Drop_Out_Info_,960674,960887,Decode_Game_Orders_,951256,952530,1274
Human_Surrenders_,960905,960911,Human_Abdicates_,960892,960898,6
Net_Pick_Position_,961669,961791,Net_Select_Race_,961240,961662,422
Net_Pick_Position_,961669,962171,Net_Select_Race_,961240,961604,364
Load_Net_Screen_,963195,963544,Join_Net_Screen_,962267,963052,785
Load_Net_Screen_,963195,963724,Join_Net_Screen_,962267,963052,785
Load_Net_Screen_,963195,964576,Join_Net_Screen_,962267,963052,785
Start_Net_Screen_,964581,966256,Net_Select_Race_,961240,961663,423
Client_Next_Turn_,967378,967787,Host_Next_Turn_,966626,967314,688
Net_Next_Turn_,967792,967870,Host_Next_Turn_,966626,967314,688
Net_Next_Turn_,967792,968352,Host_Next_Turn_,966626,967314,688
Calc_Tech_Value_,968773,971156,Get_Competition_Player_Tech_Value_,968620,968723,103
Get_Competition_Tech_Values_,971161,971284,Get_Competition_Player_Tech_Value_,968620,968721,101
Initialize_Reports_,972828,972868,Client_Initialize_Reports_,972778,972792,14
Star_Has_Special_For_Player_,973037,973071,Draw_Special_,972917,973031,114
Explored_New_Star_,973146,973195,Has_Officer_For_Hire_,975441,975586,145
Explored_New_Star_,973146,973370,Has_Officer_For_Hire_,975441,975586,145
Has_Msg_,975082,975436,Has_Officer_For_Hire_,975441,975586,145
Has_Report_,975705,975875,Has_Officer_For_Hire_,975441,975586,145
Has_Diplomacy_Messages_,975880,976143,Has_Officer_For_Hire_,975441,975583,142
Shuffle_Sint_,977397,977466,Shuffle_Char_,977333,977391,58
Shuffle_Int_,977468,977533,Shuffle_Char_,977333,977391,58
Star_In_Range_Of_Player_Aux2_,980371,980470,Star_In_Range_Of_Player_Aux1_,980201,980362,161
Move_All_Ships_Toward_Stars_,982762,983051,Can_Order_Ship_,980670,980882,212
Update_Ship_ETAs_,984092,984340,Can_Order_Ship_,980670,980882,212
Do_Wormhole_Event_,984345,984595,Make_Ship_Arrive_At_Star_,982490,982756,266
Do_Hyperspace_Beast_,984600,985123,Can_Order_Ship_,980670,980882,212
Reset_Needless_Ignore_Combat_Ships_Flags_,985213,985534,Can_Order_Ship_,980670,980883,213
Resolve_Player_Spies_,988324,989027,Allocate_AI_Spies_,986393,987541,1148
Leader_Assassinates_,989032,989342,Allocate_AI_Spies_,986393,987541,1148
Trade_Agreement_Goal_,990116,990350,Start_Trade_Agreement_,990947,991100,153
Process_Trade_Agreement_,990547,990688,Start_Trade_Agreement_,990947,991100,153
Process_Research_Agreement_,990693,990834,Start_Trade_Agreement_,990947,991100,153
Start_Research_Agreement_,991106,991282,Start_Trade_Agreement_,990947,991095,148
Get_My_Agent_Number_,993119,993140,Get_My_Spy_Number_,993041,993063,22
Get_My_Agent_Mission_,993142,993163,Get_My_Spy_Mission_,993081,993103,22
Set_Their_Spy_Mission_,993205,993239,Set_Their_Spy_Number_,993165,993196,31
Set_My_Spy_Mission_,993293,993339,Set_My_Spy_Number_,993241,993284,43
Set_My_Agent_Mission_,993394,993440,Set_My_Agent_Number_,993341,993384,43
Update_List_Window_Data_,993786,994522,Record_History_,991370,992289,919
Turn_On_Palettes_,994549,994551,Turn_Off_Palettes_,994527,994532,5
Squeeze_Print_Right_,995133,995137,Squeeze_Print_,995088,995092,4
Squeeze_Print_Right_To_Bitmap_,995139,995149,Squeeze_Print_To_Bitmap_,995107,995117,10
Squeeze_Centered_Print_,995240,995244,Squeeze_Print_,995088,995092,4
Squeeze_Centered_Print_To_Bitmap_,995249,995259,Squeeze_Print_To_Bitmap_,995107,995117,10
Squeeze_Print_Full_,995264,995268,Squeeze_Print_,995088,995092,4
Squeeze_Print_Full_To_Bitmap_,995273,995283,Squeeze_Print_To_Bitmap_,995107,995117,10
Squeeze_Print_Formatted_Paragraph_,995754,995766,Squeeze_Print_Paragraph_,995677,995689,12
Squeeze_Print_Formatted_Paragraph_To_Bitmap_,995768,995780,Squeeze_Print_Paragraph_To_Bitmap_,995715,995727,12
Squeeze_Formatted_Paragraph_Centered_,995899,995912,Squeeze_Paragraph_Centered_,995782,995795,13
Squeeze_Formatted_Paragraph_Centered_To_Bitmap_,995914,995927,Squeeze_Paragraph_Centered_To_Bitmap_,995840,995853,13
Cache_Player_Spy_Anim_,996555,996636,Cache_Other_Scientist_Anim_,996392,996466,74
Cache_Player_Trooper_Anim_,996641,996726,Cache_Other_Scientist_Anim_,996392,996466,74
_Print_String_Bill_,996783,997125,_Squeeze_Print_,994731,995082,351
_Print_Paragraph_Bill_,997130,997648,Squeeze_Paragraph_Centered_To_Bitmap_,995840,995893,53
Ref_Category_Help_,997817,997830,Reference_Help_,997776,997789,13
Ref_How_To_Help_,997832,997845,Reference_Help_,997776,997789,13
Turn_Summary_Help_,997870,997883,Reference_Help_,997776,997789,13
Race_Statistics_Help_,997885,997898,Reference_Help_,997776,997789,13
Tech_Review_Help_,997900,997913,Reference_Help_,997776,997789,13
History_Graph_Help_,997915,997928,Reference_Help_,997776,997789,13
Technology_Select_Help_,997933,997949,Turn_Summary_Popup_Help_,997847,997863,16
Technology_Change_Help_,997951,997967,Turn_Summary_Popup_Help_,997847,997863,16
Tech_Select_List_Right_Help_,997969,997985,Turn_Summary_Popup_Help_,997847,997863,16
Tech_Select_List_Left_Help_,997987,998003,Turn_Summary_Popup_Help_,997847,997863,16
Tech_Change_List_Right_Help_,998008,998024,Turn_Summary_Popup_Help_,997847,997863,16
Tech_Change_List_Left_Help_,998029,998045,Turn_Summary_Popup_Help_,997847,997863,16
Races_Help_,998050,998066,Turn_Summary_Popup_Help_,997847,997863,16
Report_Help_,998071,998087,Turn_Summary_Popup_Help_,997847,997863,16
Audience_Menu_Help_,998092,998108,Turn_Summary_Popup_Help_,997847,997863,16
Treaties_Menu_Help_,998113,998129,Turn_Summary_Popup_Help_,997847,997863,16
Treaties_Race_Help_,998134,998150,Turn_Summary_Popup_Help_,997847,997863,16
War_Race_Help_,998155,998171,Turn_Summary_Popup_Help_,997847,997863,16
Trade_Menu_Help_,998176,998192,Turn_Summary_Popup_Help_,997847,997863,16
Trade_Cash_Help_,998197,998213,Turn_Summary_Popup_Help_,997847,997863,16
Trade_Tech_Help_,998218,998234,Turn_Summary_Popup_Help_,997847,997863,16
Tech_Swap_Help_,998239,998255,Turn_Summary_Popup_Help_,997847,997863,16
Tribute_Menu_Help_,998260,998276,Turn_Summary_Popup_Help_,997847,997863,16
Tribute_Cash_Help_,998281,998297,Turn_Summary_Popup_Help_,997847,997863,16
Tribute_Tech_Help_,998302,998318,Turn_Summary_Popup_Help_,997847,997863,16
Return_To_Last_Break_,999867,1000070,Record_Break_Position_,1000082,1000326,244
Return_To_Last_Break_,999867,1000077,Record_Break_Position_,1000082,1000326,244
Insert_Item_,1003657,1003777,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1003790,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1004098,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1004200,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1004459,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1004473,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1004487,Record_Break_Position_,1000082,1000325,243
Insert_Item_,1003657,1004501,Record_Break_Position_,1000082,1000325,243
Process_Function_,1004851,1005977,Record_Break_Position_,1000082,1000325,243
FN_Set_Space_Size_,1006903,1006962,FN_Set_Y_Pos_,1006756,1006849,93
FN_Set_Indent_,1007257,1007319,FN_Set_FF_Size_,1007020,1007080,60
_Justify_Line_Fully_,1007699,1007980,Record_Break_Position_,1000082,1000325,243
Print_Line_,1007985,1009590,Record_Break_Position_,1000082,1000325,243
Set_Line_Limits_,1010419,1010802,Record_Break_Position_,1000082,1000325,243
Set_Line_Limits_,1010419,1010835,Record_Break_Position_,1000082,1000325,243
Info_Screen_,1010860,1011861,Initialize_Maintenance_Values_,1013163,1013352,189
Draw_The_History_Graph_,1013358,1013924,Initialize_Maintenance_Values_,1013163,1013351,188
Draw_Histories_,1014092,1015126,Initialize_Maintenance_Values_,1013163,1013351,188
Display_Graphed_Players_Names_,1015274,1015440,Initialize_Maintenance_Values_,1013163,1013351,188
Init_Tech_Review_List_,1017361,1017553,History_Subscreen_,1015445,1015843,398
Print_Player_Specials_To_Bitmap_,1017558,1018011,Build_Maint_Chart_Bitmaps_,1012244,1013153,909
Turn_Summary_Subscreen_,1019800,1020255,Race_Stats_Subscreen_,1018310,1019479,1169
Turn_Summary_Subscreen_,1019800,1020285,Race_Stats_Subscreen_,1018310,1019477,1167
Turn_Summary_Subscreen_,1019800,1020600,Race_Stats_Subscreen_,1018310,1019477,1167
Draw_Turn_Summary_Subscreen_,1020605,1020716,Draw_Tech_Review_Subscreen_,1017130,1017352,222
Reference_Subscreen_,1020721,1020804,History_Subscreen_,1015445,1015790,345
Reference_Subscreen_,1020721,1020832,History_Subscreen_,1015445,1015843,398
Reference_Subscreen_,1020721,1020852,History_Subscreen_,1015445,1015843,398
Reference_Subscreen_,1020721,1020872,History_Subscreen_,1015445,1015843,398
Reference_Main_Subscreen_,1020877,1021519,Race_Stats_Subscreen_,1018310,1019479,1169
Reference_Main_Subscreen_,1020877,1021652,Race_Stats_Subscreen_,1018310,1019477,1167
Draw_Reference_Main_Subscreen_,1021657,1021789,Draw_Tech_Review_Subscreen_,1017130,1017352,222
Reference_Category_Subscreen_,1022094,1023168,Race_Stats_Subscreen_,1018310,1019479,1169
Reference_Category_Subscreen_,1022094,1023264,Race_Stats_Subscreen_,1018310,1019477,1167
Draw_Reference_Category_Subscreen_,1023269,1023408,Draw_Tech_Review_Subscreen_,1017130,1017322,192
Add_Fields_To_List_Page_,1024392,1024536,Init_List_Data_,1024167,1024385,218
Goto_Page_With_Entry_,1025364,1025422,Display_Selected_List_Text_,1024541,1024831,290
Goto_Page_With_Entry_,1025364,1025438,Display_Selected_List_Text_,1024541,1024831,290
Set_Selected_List_Entry_,1025507,1025620,Display_Selected_List_Text_,1024541,1024831,290
Race_Screen_,1027258,1029276,Draw_Relations_Sliders_,1031504,1031655,151
Init_Race_Display_Data_,1030717,1031499,Setup_Race_Who_Fields_,1034230,1034375,145
Draw_Race_Text_,1032125,1033444,Race_Screen_,1027258,1029275,2017
Setup_Race_Display_Fields_,1033840,1033862,Setup_Race_Who_Fields_,1034230,1034375,145
Draw_Race_Screen_,1034464,1035059,Draw_Relations_Sliders_,1031504,1031654,150
Draw_Race_Screen_,1034464,1035226,Draw_Relations_Sliders_,1031504,1031654,150
Draw_Icon_Group_,1036247,1036348,Draw_Relations_Sliders_,1031504,1031654,150
_Tech_Finished_,1039365,1039376,Tech_Select_,1039209,1039269,60
_Tech_Select_,1039378,1041581,Draw_Little_Arrow_,1041763,1042113,350
Draw_Tech_List_,1043606,1043677,Draw_Tech_Select_,1041586,1041745,159
Display_Entry_Text_,1043712,1044074,Draw_Little_Arrow_,1041763,1042112,349
Init_Entry_Positions_,1044419,1044592,Draw_Little_Arrow_,1041763,1042113,350
Init_Entry_Data_,1044617,1045508,_Tech_List_,1042119,1043594,1475
Setup_Entry_Buttons_,1045513,1045654,Set_Selected_Entry_,1044293,1044387,94
Get_Group_List_,1045659,1046038,Set_Selected_Entry_,1044293,1044387,94
Draw_Application_Description_,1046063,1046381,Set_Selected_Entry_,1044293,1044387,94
Get_Tech_Cost_,1046843,1046854,New_Get_Tech_Cost_,1046621,1046625,4
__exit_,1048999,1048999,__do_exit_with_msg__,1049001,1049036,35
_AIL_set_preference,1243215,1243460,_AIL_call_driver,1244104,1244362,258
_AIL_get_real_vect,1243475,1243705,_AIL_sample_playback_rate,1250532,1250762,230
_AIL_set_real_vect,1243710,1243826,_AIL_restore_USE16_ISR,1243969,1244076,107
_AIL_delay,1244382,1244486,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_register_timer,1245353,1245583,_AIL_sample_playback_rate,1250532,1250762,230
_AIL_set_timer_user,1245588,1245826,_AIL_set_preference,1243215,1243453,238
_AIL_set_timer_period,1245831,1245944,_AIL_set_real_vect,1243710,1243823,113
_AIL_set_timer_frequency,1245949,1246062,_AIL_set_real_vect,1243710,1243823,113
_AIL_set_timer_divisor,1246067,1246180,_AIL_set_real_vect,1243710,1243823,113
_AIL_interrupt_divisor,1246185,1246402,_AIL_set_sample_file,1248873,1249123,250
_AIL_start_timer,1246407,1246511,_AIL_restore_USE16_ISR,1243969,1244073,104
_AIL_start_all_timers,1246516,1246609,_AIL_shutdown,1243068,1243207,139
