name,start,provisional_end,size,instruction,opcode,target,direction,delta,target_owner,target_owner_start,target_relation,classification
Summary_Screen_Print_Scanned_,574976,575986,1010,575981,jmp,571365,before,3611,Send_Nearest_Ship_,570055,interior,shared_epilogue_or_tail
Wrapper_For_Planet_Summary_Galaxy_Map_,576160,576767,607,576729,jge,563816,before,12344,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,cross_function_conditional
Update_Ship_Etas_,577448,577734,286,577729,jmp,563816,before,13632,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Planet_Summary_Screen_,578130,579562,1432,579557,jmp,563816,before,14314,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Draw_Total_Score_,580726,581367,641,581362,jmp,579910,before,816,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Draw_Eliminated_Race_Pictures_,581367,582012,645,581983,je,579909,before,1458,Build_Captured_Colonists_Array_,579606,interior,cross_function_conditional
Draw_Elimination_Score_,582012,582151,139,582146,jmp,579909,before,2103,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Draw_Hi_Score_Screen_,582266,582573,307,582568,jmp,580379,before,1887,Calculate_Hi_Scores_,579959,interior,shared_epilogue_or_tail
Draw_Orion_Score_,582573,582609,36,582604,jmp,580717,before,1856,Draw_Council_Score_,580671,interior,shared_epilogue_or_tail
Draw_Population_Score_,583169,583242,73,583237,jmp,580661,before,2508,Draw_Captured_Colonies_Score_,580571,interior,shared_epilogue_or_tail
Draw_Reg_Pop_,583242,583268,26,583263,jmp,580563,before,2679,Draw_Cap_Pop_,580539,interior,shared_epilogue_or_tail
Draw_Technology_Score_,583268,583307,39,583302,jmp,580717,before,2551,Draw_Council_Score_,580671,interior,shared_epilogue_or_tail
Draw_Time_Score_,583307,583441,134,583436,jmp,580379,before,2928,Calculate_Hi_Scores_,579959,interior,shared_epilogue_or_tail
Get_Hall_Of_Fame_Colors_,583533,583616,83,583611,jmp,579910,before,3623,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Get_Hi_Score_Colors_,583616,583756,140,583751,jmp,579910,before,3706,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Get_Population_Score_,583879,583947,68,583945,jmp,583836,before,43,Get_Elimination_Score_,583756,interior,shared_epilogue_or_tail
Draw_Hall_Of_Fame_Screen_,585283,586374,1091,586369,jmp,579909,before,5374,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Hall_Of_Fame_Screen_,586374,586823,449,586818,jmp,579910,before,6464,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Read_HOF_File_,586925,587013,88,586956,jmp,580379,before,6546,Calculate_Hi_Scores_,579959,interior,shared_epilogue_or_tail
Create_Default_HOF_File_,587072,587538,466,587496,je,579909,before,7163,Build_Captured_Colonists_Array_,579606,interior,cross_function_conditional
End_Of_Game_Hi_Score_,587538,588161,623,588156,jmp,581355,before,6183,Draw_Total_Score_,580726,interior,shared_epilogue_or_tail
Init_Hall_Of_Fame_Screen_,588161,588758,597,588753,jmp,579909,before,8252,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Set_Hi_Score_Pop_Icon_Ids_,589040,589622,582,589617,jmp,579909,before,9131,Build_Captured_Colonists_Array_,579606,interior,shared_epilogue_or_tail
Set_Vertical_Scroll_Bar_Maxima_,590117,590173,56,590171,jmp,590059,before,58,Get_Vertical_Scroll_Bar_First_Item_,589888,interior,shared_epilogue_or_tail
Draw_Ship_Icons_,591631,591816,185,591811,jmp,591624,before,7,Build_Ship_Icons_,590597,interior,near_predecessor_epilogue
Do_Ship_Destination_Lines_,591885,592344,459,592339,jmp,591624,before,261,Build_Ship_Icons_,590597,interior,shared_epilogue_or_tail
Add_Ship_Icon_Fields_,592344,592476,132,592447,jmp,591624,before,720,Build_Ship_Icons_,590597,interior,shared_epilogue_or_tail
Build_Ship_Id_List_,594263,594368,105,594308,jne,593700,before,563,Get_Ship_Icon_Pict_Seg_,593272,interior,cross_function_conditional
Load_Highlighted_Ship_Icon_Picture_,595029,595501,472,595291,jge,591624,before,3405,Build_Ship_Icons_,590597,interior,cross_function_conditional
Kill_Ship_,595514,595647,133,595618,jmp,591879,before,3635,Set_Ship_Icon_XYs_,591816,interior,shared_epilogue_or_tail
Draw_Outpost_Marker_,601389,601468,79,601463,jmp,601181,before,208,Draw_Colony_Marker_,601105,interior,shared_epilogue_or_tail
Draw_System_Display_Border_,602309,602365,56,602363,jmp,602298,before,11,Draw_Sun_Seg_,602149,interior,near_predecessor_epilogue
Draw_System_Display_Planets_,602365,602586,221,602581,jmp,601383,before,982,Draw_Gate_Icons_,601190,interior,shared_epilogue_or_tail
Draw_System_Ship_Icons_,605124,605482,358,605477,jmp,601383,before,3741,Draw_Gate_Icons_,601190,interior,shared_epilogue_or_tail
Get_System_Display_Ship_Icon_XY_,605757,605948,191,605943,jmp,605118,before,639,Draw_System_Highlight_,604693,interior,shared_epilogue_or_tail
Hide_System_Display_,605985,606182,197,606112,je,602303,before,3682,Draw_Sun_Seg_,602149,interior,cross_function_conditional
Load_New_System_Display_,606286,607023,737,606957,jne,598214,before,8072,Build_System_Popup_Ships_,598030,interior,cross_function_conditional
N_Ships_By_Type_At_Location_,607023,607270,247,607265,jmp,602143,before,4880,Draw_Planet_With_Pierced_Ring_,601468,interior,shared_epilogue_or_tail
Global_Data_Seg_Ok_,607386,607484,98,607482,jmp,607380,before,6,Need_To_Reload_System_Display_,607270,interior,near_predecessor_epilogue
Potential_Colony_Info_Popup_,607551,608649,1098,608628,jmp,598215,before,9336,Build_System_Popup_Ships_,598030,interior,shared_epilogue_or_tail
Print_Gate_Info_,608649,609295,646,609290,jmp,601096,before,7553,Do_Print_System_Ship_Data_,599779,interior,shared_epilogue_or_tail
Print_System_Display_Box_Title_,609345,609713,368,609708,jmp,605118,before,4227,Draw_System_Highlight_,604693,interior,shared_epilogue_or_tail
Set_System_Display_Loaded_Flag_,609819,609939,120,609934,jmp,607380,before,2439,Need_To_Reload_System_Display_,607270,interior,shared_epilogue_or_tail
Wrapper_For_Normal_System_Fields_,610136,610238,102,610233,jmp,598214,before,11922,Build_System_Popup_Ships_,598030,interior,shared_epilogue_or_tail
Calculate_Remap_Gray_Palettes_,610384,610606,222,610569,jmp,598214,before,12170,Build_System_Popup_Ships_,598030,interior,shared_epilogue_or_tail
Remap_Draw_Animated_Sprite_Mask_,611292,611570,278,611368,jle,611288,before,4,Remap_Draw_With_Mask_,610606,interior,near_predecessor_epilogue
Remap_Clipped_Draw_Animated_Sprite_Mask_,611570,612155,585,611869,jge,611288,before,282,Remap_Draw_With_Mask_,610606,interior,cross_function_conditional
Print_Empty_System_Data_,612155,612420,265,612415,jmp,598214,before,13941,Build_System_Popup_Ships_,598030,interior,shared_epilogue_or_tail
Print_Special_Building_Data_,612558,612769,211,612764,jmp,602303,before,10255,Draw_Sun_Seg_,602149,interior,shared_epilogue_or_tail
Text_Box_Cleanup_,615389,615501,112,615496,jmp,436175,before,179214,Restore_Mouse_List_,436175,entry,tail_call
Text_Box_Get_Input_,615501,615595,94,615590,jmp,1077620,after,462025,Set_Input_Delay_,1077620,entry,tail_call
Get_Mox_Text_Box_Base_Colors_,615595,615751,156,615739,jno,615842,after,91,Get_Help_Lbx_Name_,615751,interior,cross_function_conditional
Rob_Interpolate_Line_,617006,617365,359,617061,jl,629415,after,12050,Draw_Shield_Hit_Next_Frame_,629151,interior,cross_function_conditional
Draw_Ship_Explosion_,619447,619563,116,619558,jmp,629415,after,9852,Draw_Shield_Hit_Next_Frame_,629151,interior,shared_epilogue_or_tail
Load_Ship_Burst_,619594,619717,123,619712,jmp,630724,after,11007,Rot_To_Base_Rot_,630686,interior,shared_epilogue_or_tail
Load_Ship_Explosion_,619717,619800,83,619795,jmp,630724,after,10924,Rot_To_Base_Rot_,630686,interior,shared_epilogue_or_tail
Draw_Fighter_Beam_,626739,627055,316,626923,jmp,619441,before,7298,Draw_Ship_Burst_,619364,interior,shared_epilogue_or_tail
Draw_Damage_Message_Queue_,627235,627354,119,627349,jmp,630724,after,3370,Rot_To_Base_Rot_,630686,interior,shared_epilogue_or_tail
Add_Damage_Indicator_For_Ship_,627626,627730,104,627725,jmp,619441,before,8185,Draw_Ship_Burst_,619364,interior,shared_epilogue_or_tail
Add_Damage_Indicator_For_Biological_,627770,627808,38,627806,jmp,627763,before,7,Add_Damage_Indicator_For_Missile_,627730,interior,near_predecessor_epilogue
Load_Shield_Hit_,628514,628642,128,628637,jmp,630724,after,2082,Rot_To_Base_Rot_,630686,interior,shared_epilogue_or_tail
Draw_All_Shields_,628642,628727,85,628722,jmp,630724,after,1997,Rot_To_Base_Rot_,630686,interior,shared_epilogue_or_tail
Shield_Anims_,628727,628839,112,628764,jmp,1145895,after,517056,Buffer_Reload_,1145895,entry,tail_call
Planet_Size_To_Shield_Size_,629448,629485,37,629467,jmp,629439,before,9,Ship_Size_To_Shield_Size_,629421,interior,near_predecessor_epilogue
Draw_Shield_Hit_,629485,630686,1201,629527,je,627620,before,1865,Draw_Damage_Indicator_,627366,interior,cross_function_conditional
Rot_To_Rot_Method_,630731,630780,49,630762,jmp,630717,before,14,Rot_To_Base_Rot_,630686,interior,near_predecessor_epilogue
Draw_Reflection_Field_Hit_Next_Frame_,631425,631693,268,631672,jmp,629409,before,2016,Draw_Shield_Hit_Next_Frame_,629151,interior,shared_epilogue_or_tail
Draw_Reflection_Field_Hit_,631693,632155,462,632150,jmp,629415,before,2278,Draw_Shield_Hit_Next_Frame_,629151,interior,shared_epilogue_or_tail
Set_Beam_Colors_,633911,635164,1253,635159,jmp,626730,before,7181,Beam_SFX_,622999,interior,shared_epilogue_or_tail
Weapon_Has_Steve_Stuff_,636140,636206,66,636190,jl,636117,before,23,Build_Steve_Stuff_Struct_For_Weapon_,635164,interior,cross_function_conditional
Draw_Anti_Missile_Rocket_Picture_,637008,637119,111,637114,jmp,638957,after,1838,Draw_Gyro_Special_Effect_,638045,interior,shared_epilogue_or_tail
Draw_Anti_Missile_Rockets_,637119,637449,330,637313,je,650221,after,12772,Do_Spherical_SFX_,646680,interior,cross_function_conditional
Teleport_Enemy_Ship_,638963,639286,323,639135,jg,638957,before,6,Draw_Gyro_Special_Effect_,638045,interior,near_predecessor_epilogue
Draw_Stasis_Beam_,641146,641866,720,641165,jne,638957,before,2189,Draw_Gyro_Special_Effect_,638045,interior,cross_function_conditional
Draw_Cloak_,641866,642267,401,641891,je,638957,before,2909,Draw_Gyro_Special_Effect_,638045,interior,cross_function_conditional
Tractor_Beam_,644042,644480,438,644459,jmp,638957,before,5085,Draw_Gyro_Special_Effect_,638045,interior,shared_epilogue_or_tail
Draw_Plasma_Web_,644480,645109,629,645093,jmp,642922,before,1558,Draw_Moving_Tractor_,642568,interior,shared_epilogue_or_tail
Draw_Transporter_Bomb_Beam_,645109,645514,405,645509,jmp,642922,before,2187,Draw_Moving_Tractor_,642568,interior,shared_epilogue_or_tail
Draw_Ship_Collapsing_,646464,646680,216,646516,jmp,650221,after,3541,Do_Spherical_SFX_,646680,interior,shared_epilogue_or_tail
Ship_N_Anim_,653832,653878,46,653833,jmp,296568,before,357264,Get_Ship_Id_Picture_Seg_,296568,entry,tail_call
N_Prods_In_Queue_,654825,654860,35,654855,jmp,653230,before,1595,Colbldg_Create_Ship_,653167,interior,shared_epilogue_or_tail
Star_N_Uncolonized_Worlds_,654958,655072,114,655067,jmp,654819,before,139,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Draw_Militarys_List_,656995,657610,615,657605,jmp,654818,before,2177,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Add_Buildings_Fields_,657610,657740,130,657735,jmp,654819,before,2791,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Add_Militarys_Fields_,657740,657870,130,657865,jmp,654819,before,2921,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Draw_Building_Info_,658147,658350,203,658205,je,656989,before,1158,Draw_Buildings_List_,656637,interior,cross_function_conditional
Draw_Ship_Design_Info_,660140,660384,244,660379,jmp,654818,before,5322,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Draw_Ship_Info_,660384,660568,184,660563,jmp,654818,before,5566,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Draw_Active_Prod_,660568,661197,629,660583,je,654819,before,5749,Trace_Tech_Apps_,654658,interior,cross_function_conditional
Add_To_Queue_,661269,662621,1352,661341,jmp,654819,before,6450,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Delete_Prod_From_Colony_Queue_,663663,663713,50,663688,je,663155,before,508,Delete_From_Colony_Queue_,663065,interior,cross_function_conditional
Add_Refited_Ship_To_Queue_,663952,664333,381,664328,jmp,654818,before,9134,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Insert_Before_Queue_Slot_,664333,664570,237,664550,je,654367,before,9966,Get_App_Description_String_,654283,interior,cross_function_conditional
Do_Exit_Screen_Cleanup_,664833,667642,2809,665547,jmp,654367,before,10466,Get_App_Description_String_,654283,interior,shared_epilogue_or_tail
Draw_Build_Queue_,667759,668250,491,668245,jmp,654818,before,12941,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Add_Build_Queue_Fields_,668250,668340,90,668335,jmp,654818,before,13432,Trace_Tech_Apps_,654658,interior,shared_epilogue_or_tail
Draw_Current_Selection_,668456,670550,2094,668664,jmp,656989,before,11467,Draw_Buildings_List_,656637,interior,shared_epilogue_or_tail
Build_Queue_Popup_,671809,672602,793,672552,jmp,656989,before,14820,Draw_Buildings_List_,656637,interior,shared_epilogue_or_tail
Load_Bombing_Anims_,672602,672643,41,672641,jmp,672560,before,42,Build_Queue_Popup_,671809,interior,shared_epilogue_or_tail
Do_Bomb_,673286,673487,201,673471,jle,672984,before,302,Add_Bomb_To_End_Of_Queue_,672678,interior,cross_function_conditional
Do_Summary_String_Popup_,674123,675074,951,675069,jmp,672985,before,1138,Add_Bomb_To_End_Of_Queue_,672678,interior,shared_epilogue_or_tail
Build_Road_List_Based_On_Bldg_List_,680089,680487,398,680482,jmp,680082,before,7,Load_Road_List_Anims_,679870,interior,near_predecessor_epilogue
Draw_Road_List_,680533,680659,126,680654,jmp,680082,before,451,Load_Road_List_Anims_,679870,interior,shared_epilogue_or_tail
Link_Buildings_,680659,680779,120,680774,jmp,680082,before,577,Load_Road_List_Anims_,679870,interior,shared_epilogue_or_tail
Find_Simplest_Path_Node_,680786,681432,646,680861,jmp,679628,before,1158,Draw_Colony_Prod_Both_,677327,interior,shared_epilogue_or_tail
Build_Veggie_List_Based_On_Bldg_List_,682359,682901,542,682896,jmp,680082,before,2277,Load_Road_List_Anims_,679870,interior,shared_epilogue_or_tail
Add_Hit_Anim_To_Queue_,684448,684473,25,684471,jmp,684436,before,12,Add_Kill_Anim_To_Queue_,684421,interior,near_predecessor_epilogue
Force_Firing_Pairs_,686610,686796,186,686791,jmp,685195,before,1415,Draw_Colony_Combat_Screen_,684681,interior,shared_epilogue_or_tail
N_Left_Active_To_Process_,686935,686994,59,686992,jmp,686929,before,6,N_Left_Of_Me_To_Process_,686876,interior,near_predecessor_epilogue
Move_Is_Legal_,689133,689525,392,689316,jmp,687238,before,1895,Resort_Units_,686994,interior,shared_epilogue_or_tail
Do_Legal_Move_Check_,689525,689695,170,689596,jne,688602,before,923,Do_Unit_Turn_,687748,interior,cross_function_conditional
Do_Delta_Y_,689695,689844,149,689809,jne,687238,before,2457,Resort_Units_,686994,interior,cross_function_conditional
Reinforce_Units_,689844,689910,66,689885,jne,689129,before,715,Pick_Next_Action_,688780,interior,cross_function_conditional
Add_Unit_,690125,690354,229,690161,je,685195,before,4930,Draw_Colony_Combat_Screen_,684681,interior,cross_function_conditional
Draw_Summary_Box_DEF_,691339,691963,624,691921,jle,690039,before,1300,N_Troop_Type_,689970,interior,cross_function_conditional
Draw_Unit_Beam_,692063,692410,347,692405,jmp,687238,before,4825,Resort_Units_,686994,interior,shared_epilogue_or_tail
Load_Landing_Anims_,693160,693201,41,693199,jmp,693118,before,42,Set_Ground_Combat_Screen_Help_List_,693097,interior,shared_epilogue_or_tail
Get_Cluster_,695357,695523,166,695420,jmp,695351,before,6,Draw_Cluster_,695113,interior,near_predecessor_epilogue
N_Colonies_And_Outposts_At_Star_For_Player_,698446,698559,113,698554,jmp,706656,after,8097,Box_Bldg_Slot_,706577,interior,shared_epilogue_or_tail
Fix_Colony_Queue_,698939,698987,48,698976,jne,698856,before,83,Defragment_Colony_Queue_,698789,interior,cross_function_conditional
Remap_Draw_Ship_Seg_N_Centered_,699300,699468,168,699331,je,699276,before,24,Remap_Draw_Ship_Centered_,699077,interior,cross_function_conditional
Set_Colony_Font_To_Player_,700220,700292,72,700290,jmp,700354,after,62,Set_Colony_Font_To_Blue_,700292,interior,shared_epilogue_or_tail
Set_Colony_Font_To_Reg_Blue_,700361,700434,73,700432,jmp,700346,before,15,Set_Colony_Font_To_Blue_,700292,interior,near_predecessor_epilogue
Job_String_,700656,700705,49,700680,jmp,778076,after,77371,E_Strings_,778076,entry,tail_call
Conquered_String_,700705,700729,24,700714,jmp,778076,after,77347,E_Strings_,778076,entry,tail_call
Pop_State_String_,700743,700778,35,700749,jbe,700719,before,24,Conquered_String_,700705,interior,cross_function_conditional
Spy_Anim_,701314,701343,29,701338,jmp,703410,after,2067,Satellite_Anims_,703391,interior,shared_epilogue_or_tail
CR_Building_Name_,701403,701453,50,701432,jmp,778076,after,76623,E_Strings_,778076,entry,tail_call
Draw_Building_,701464,701545,81,701540,jmp,699801,before,1663,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Draw_Bldg_CR_,701545,701586,41,701572,jmp,1156216,after,454630,Draw_,1156216,entry,tail_call
Colony_Pop_Anim_,701609,701758,149,701732,jmp,706656,after,4898,Box_Bldg_Slot_,706577,interior,shared_epilogue_or_tail
People_Anim_,701773,701883,110,701806,jmp,1145895,after,444012,Buffer_Reload_,1145895,entry,tail_call
Player_Troop_Name_,702101,702243,142,702146,jmp,778076,after,75833,E_Strings_,778076,entry,tail_call
Load_Local_Colony_Anims_,702973,703118,145,702982,js,702915,before,58,Load_Colony_Screen_Seg_,702804,interior,cross_function_conditional
Load_Planet_Screen_,702973,703118,145,702982,js,702915,before,58,Load_Colony_Screen_Seg_,702804,interior,cross_function_conditional
Govt_Anim_,703370,703391,21,703389,jmp,703410,after,19,Satellite_Anims_,703391,interior,shared_epilogue_or_tail
Govt_Anims_,703370,703391,21,703389,jmp,703410,after,19,Satellite_Anims_,703391,interior,shared_epilogue_or_tail
Prod_Anims_,703558,703599,41,703594,jmp,1145895,after,442296,Buffer_Reload_,1145895,entry,tail_call
Import_Anims_,703599,703627,28,703613,jmp,703581,before,18,Prod_Anims_,703558,interior,shared_epilogue_or_tail
Clear_Bldgs_Array_,703733,703749,16,703747,jmp,703725,before,8,Clear_Satellite_Array_,703708,interior,near_predecessor_epilogue
Sort_Bldg_Array_Columns_,703945,704350,405,704325,je,699801,before,4144,Make_Satellite_Bitm_,699521,interior,cross_function_conditional
N_Houses_In_Bldg_Array_,704350,704430,80,704425,jmp,698628,before,5722,N_Colonies_And_Outposts_At_Star_,698559,interior,shared_epilogue_or_tail
Make_Bldg_Array_For_Colony_,705291,706008,717,706003,jmp,706656,after,648,Box_Bldg_Slot_,706577,interior,shared_epilogue_or_tail
Sum_Colonists_,706930,707279,349,707274,jmp,706402,before,528,Box_To_XY_Pair_,706213,interior,shared_epilogue_or_tail
Draw_Colony_Info_Pop_For_,707335,707403,68,707401,jmp,707472,after,69,Add_Job_Field_For_,707403,interior,shared_epilogue_or_tail
Draw_Colony_Info_Pop_Scanned_,707979,708190,211,707995,je,707948,before,31,Add_Move_Colonist_Job_Field_For_,707693,interior,cross_function_conditional
Draw_Colony_Info_Production_For_,708222,708258,36,708228,jne,708141,before,81,Draw_Colony_Info_Pop_Scanned_,707979,interior,cross_function_conditional
Draw_Colony_Info_Military_,709115,709166,51,709161,jmp,699801,before,9314,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Add_Military_Fields_,709174,709228,54,709223,jmp,699801,before,9373,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Draw_Info_Name_And_Pop_,709684,710407,723,710402,jmp,699801,before,9883,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Print_Scanned_Satellite_,710407,710439,32,710417,je,709683,before,724,Draw_Colony_Info_Background_,709603,interior,cross_function_conditional
Draw_Current_Production_,711983,712633,650,712628,jmp,699801,before,12182,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Draw_Info_Build_,711983,712633,650,712628,jmp,699801,before,12182,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Add_Satellite_Fields_,712633,712860,227,712855,jmp,699801,before,12832,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Check_Satellite_Fields_,712860,713329,469,713324,jmp,706656,before,6204,Box_Bldg_Slot_,706577,interior,shared_epilogue_or_tail
Satellite_Anim_,713478,713574,96,713569,jmp,703407,before,10071,Satellite_Anims_,703391,interior,shared_epilogue_or_tail
Draw_Colony_Satellites_,713574,713802,228,713586,jne,699802,before,13772,Make_Satellite_Bitm_,699521,interior,cross_function_conditional
Add_Bldg_Fields_,713802,713992,190,713987,jmp,699801,before,14001,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Check_Bldg_Fields_,714032,714902,870,714246,je,706656,before,7376,Box_Bldg_Slot_,706577,interior,cross_function_conditional
Draw_Bldg_CR_Dark_,714902,715104,202,715099,jmp,706651,before,8251,Box_Bldg_Slot_,706577,interior,shared_epilogue_or_tail
Draw_Bldg_At_XY_With_Bottom_Centered_No_Glass_,715104,715315,211,715310,jmp,711249,before,3855,Draw_Building_With_Bottom_Centered_,711048,interior,shared_epilogue_or_tail
Draw_Colony_Bldg_,715315,715549,234,715331,jge,706656,before,8659,Box_Bldg_Slot_,706577,interior,cross_function_conditional
Draw_Colony_Bldgs_,715740,715945,205,715940,jmp,698854,before,16886,Defragment_Colony_Queue_,698789,interior,shared_epilogue_or_tail
Draw_Colony_Bldgs_to_Bitm_,715945,716060,115,716055,jmp,699801,before,16144,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Check_System_Display_Fields_,718850,719883,1033,719301,jmp,706656,before,12194,Box_Bldg_Slot_,706577,interior,shared_epilogue_or_tail
Tested_Colony_Buys_Outright_,719883,720366,483,720141,jmp,699801,before,20082,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Colony_Screen_,722314,723301,987,722684,jmp,699801,before,22513,Make_Satellite_Bitm_,699521,interior,shared_epilogue_or_tail
Cache_Load_Planet_,723301,723322,21,723317,jmp,703410,before,19891,Satellite_Anims_,703391,interior,shared_epilogue_or_tail
Picture_To_Mouse_,723551,723644,93,723642,jmp,723525,before,26,Picture_And_Pointer_To_Mouse_,723322,interior,shared_epilogue_or_tail
Reset_Mouse_Picture_,723700,723721,21,723716,jmp,700952,before,22748,Clear_Move_Military_,700922,interior,shared_epilogue_or_tail
Mini_Planet_Anim_,724412,724509,97,724504,jmp,703410,before,21002,Satellite_Anims_,703391,interior,shared_epilogue_or_tail
Update_First_Ship_,724798,725513,715,724953,jl,725669,after,156,Add_Ship_List_Fields_,725513,interior,cross_function_conditional
Draw_Ship2_,725802,726078,276,726021,jne,727157,after,1079,Draw_Refit_Popup_,726248,interior,cross_function_conditional
Load_Refit2_Ship_Anims_,727482,727505,23,727500,jmp,724707,before,2775,Load_Refit_Ship_Anims_,724692,interior,shared_epilogue_or_tail
Add2_Fields_,727510,727855,345,727850,jmp,725668,before,1842,Add_Ship_List_Fields_,725513,interior,shared_epilogue_or_tail
Scan_Ship_D_Info_,727855,727912,57,727907,jmp,726148,before,1707,Scan_Ship_Info_,726078,interior,shared_epilogue_or_tail
Draw_Ship_D_List_,727912,728427,515,728422,jmp,725668,before,2244,Add_Ship_List_Fields_,725513,interior,shared_epilogue_or_tail
Evaluate2_Input_,728692,729263,571,728897,jmp,727157,before,1535,Draw_Refit_Popup_,726248,interior,shared_epilogue_or_tail
Colony_Refit2_Popup_,729263,729689,426,729672,jmp,3925216823,after,3924487134,__SegmentEndPC32,1410708,interior,shared_epilogue_or_tail
Draw_Empire_Info_,730868,731540,672,731535,jmp,730750,before,118,Restore_Control_,730370,interior,shared_epilogue_or_tail
Get_Selected_Pop_,731802,732018,216,732013,jmp,731796,before,6,Get_Scanned_Pop_,731540,interior,near_predecessor_epilogue
Add_Fields_Pop_For_,732018,733449,1431,732287,jmp,730750,before,1268,Restore_Control_,730370,interior,shared_epilogue_or_tail
Event_Good_,733449,734429,980,734424,jmp,730751,before,2698,Restore_Control_,730370,interior,shared_epilogue_or_tail
Switched_cmp_,735339,735559,220,735353,je,734960,before,379,cmp_Prod_,734740,interior,cross_function_conditional
Colsum_Box_Galaxy_Map_Star_,735898,736015,117,736010,jmp,731796,before,4102,Get_Scanned_Pop_,731540,interior,shared_epilogue_or_tail
Draw_Colony_Scan_Info_,736060,736507,447,736081,je,730750,before,5310,Restore_Control_,730370,interior,cross_function_conditional
Draw_Colony_Summary_Screen_,736564,737072,508,737067,jmp,730745,before,5819,Restore_Control_,730370,interior,shared_epilogue_or_tail
Check_Galaxy_Map_Fields_,739265,739567,302,739562,jmp,731796,before,7469,Get_Scanned_Pop_,731540,interior,shared_epilogue_or_tail
Draw_Col_Sys_Disp_Last_Scanned_,741387,742134,747,741426,je,740242,before,1145,Draw_Col_Sys_Disp_,739785,interior,cross_function_conditional
Load_Xport_Anims_,742134,742320,186,742249,jl,742836,after,516,N_Colonies_,742752,interior,cross_function_conditional
Draw_Bar_Indicator_,743099,743424,325,743387,jmp,743093,before,6,N_Colonies_,742752,interior,near_predecessor_epilogue
Xport_Popup_,743732,744068,336,744063,jmp,743092,before,640,N_Colonies_,742752,interior,shared_epilogue_or_tail
Set_Refresh_Mode_,744292,744325,33,744298,jbe,1133723,after,389398,Set_Refresh_Differential_,1133723,entry,cross_function_conditional
Draw_Bottom_Centered_,744789,744821,32,744819,jmp,744738,before,51,Draw_Centered_,744703,interior,shared_epilogue_or_tail
Red_If_Negative_Fmt_String_,745533,745554,21,745543,jmp,778076,after,32522,E_Strings_,778076,entry,tail_call
Play_Normal_Win_Flic_,747291,747325,34,747323,jmp,747263,before,28,Play_Diplomatic_Win_Flic_,747197,interior,shared_epilogue_or_tail
Play_All_Flics_,747325,747362,37,747357,jmp,747226,before,99,Play_Diplomatic_Win_Flic_,747197,interior,shared_epilogue_or_tail
Play_Antaran_Win_Flic_,747325,747362,37,747357,jmp,747226,before,99,Play_Diplomatic_Win_Flic_,747197,interior,shared_epilogue_or_tail
Play_Loose_Flic_,747362,747394,32,747389,jmp,747261,before,101,Play_Diplomatic_Win_Flic_,747197,interior,shared_epilogue_or_tail
Draw_Click_Thru_Fields_,747716,747958,242,747953,jmp,747528,before,188,Draw_Fake_Buttons_,747394,interior,shared_epilogue_or_tail
Evaluate_Click_Thru_Fields_,748196,748281,85,748276,jmp,747528,before,668,Draw_Fake_Buttons_,747394,interior,shared_epilogue_or_tail
Squeze_Out_Queue_Entry_,749051,749182,131,749087,jno,749204,after,22,Eric_Push_Fields_,749182,interior,cross_function_conditional
Eric_Pop_Fields_,749210,749247,37,749218,jle,749209,before,1,Eric_Push_Fields_,749182,interior,near_predecessor_epilogue
Add_Random_New_Officer_Fields_,750922,751118,196,750949,jne,750565,before,357,Draw_Special_Info_Popup_,750360,interior,cross_function_conditional
